,bfs,bts,graph,faiss
XP_007873188.1,NP_592998.1,NP_592998.1,NP_592998.1,NP_592998.1
XP_007871854.1,NP_594538.2,NP_594538.2,NP_594538.2,NP_594538.2
XP_007875256.1,NP_593971.1,NP_593971.1,NP_593971.1,NP_593971.1
XP_007875543.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007872023.1,NP_593899.1,NP_593899.1,NP_593899.1,NP_593899.1
XP_007875573.1,NP_593520.1,NP_593520.1,NP_593520.1,NP_593520.1
XP_007872503.1,CCG81469.1,CCG81469.1,CCG81469.1,CCG81469.1
XP_007874825.1,NP_593260.1,NP_593260.1,NP_593260.1,NP_593260.1
XP_007874625.2,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_007873016.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007874518.1,NP_594102.1,NP_594102.1,NP_594102.1,NP_594102.1
XP_007875039.2,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_007875179.1,NP_587958.1,NP_587958.1,NP_587958.1,NP_587958.1
XP_007875370.1,NP_593260.1,NP_593260.1,NP_593260.1,NP_593260.1
XP_007873773.1,NP_594486.1,NP_594486.1,NP_594486.1,NP_594486.1
XP_007874603.1,NP_595581.1,NP_595581.1,NP_595581.1,NP_595581.1
XP_007872593.1,NP_596021.1,NP_596021.1,NP_596021.1,NP_596021.1
XP_007872302.1,NP_593331.2,NP_593331.2,NP_593331.2,NP_593331.2
XP_007872336.1,NP_010413.3,NP_010413.3,NP_010413.3,NP_010413.3
XP_007875499.1,NP_595381.3,NP_595381.3,NP_595381.3,NP_595381.3
XP_007875604.1,NP_001342843.1,NP_001342843.1,NP_001342843.1,NP_001342843.1
XP_007874949.1,NP_596628.1,NP_596628.1,NP_596628.1,NP_596628.1
XP_019613311.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_019613364.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_007874682.1,NP_595900.1,NP_595900.1,NP_595900.1,NP_595900.1
XP_007874421.2,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_007871851.2,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_007873939.1,NP_116687.1,NP_116687.1,NP_116687.1,NP_116687.1
XP_007874262.1,NP_593213.1,NP_593213.1,NP_593213.1,NP_593213.1
XP_007874664.1,NP_592869.1,NP_592869.1,NP_592869.1,NP_592869.1
XP_007872881.1,NP_013945.1,NP_013945.1,NP_013945.1,NP_013945.1
XP_007874576.1,NP_592928.1,NP_592928.1,NP_592928.1,NP_592928.1
XP_007875353.1,NP_596329.1,NP_596329.1,NP_596329.1,NP_596329.1
XP_007875192.2,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_007873455.1,NP_593565.1,NP_593565.1,NP_593565.1,NP_593565.1
XP_007875139.1,NP_010382.3,NP_010382.3,NP_010382.3,NP_010382.3
XP_007873907.1,NP_014850.1,NP_014850.1,NP_014850.1,NP_014850.1
XP_007874404.1,NP_015335.1,NP_015335.1,NP_015335.1,NP_015335.1
XP_019613307.1,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_007874239.1,NP_587991.1,NP_587991.1,NP_587991.1,NP_587991.1
XP_007874783.1,NP_593253.1,NP_593253.1,NP_593253.1,NP_593253.1
XP_007874702.1,NP_594781.1,NP_594781.1,NP_594781.1,NP_594781.1
XP_019613319.1,CCG82957.1,CCG82957.1,NP_012734.1,CCG82957.1
XP_007874650.1,NP_595756.1,NP_595756.1,NP_595756.1,NP_595756.1
XP_007872270.1,NP_595398.1,NP_595398.1,NP_595398.1,NP_595398.1
XP_007875597.1,NP_594649.2,NP_594649.2,NP_594649.2,NP_594649.2
XP_007873653.1,NP_595102.2,NP_595102.2,NP_595102.2,NP_595102.2
XP_007875037.2,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_019613416.1,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_007872645.1,NP_015215.1,NP_015215.1,NP_015215.1,NP_015215.1
XP_007873249.1,NP_001018270.2,NP_001018270.2,NP_001018270.2,NP_001018270.2
XP_007874685.1,NP_594152.2,NP_594152.2,NP_594152.2,NP_594152.2
XP_007872402.1,NP_594524.1,NP_594524.1,NP_594524.1,NP_594524.1
XP_007874876.2,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_007875038.2,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_019613363.1,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_007872884.1,NP_012905.1,NP_012905.1,NP_012905.1,NP_012905.1
XP_019613320.1,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_007872560.1,CCG83833.1,CCG83833.1,CCG83833.1,CCG83833.1
XP_007874490.1,NP_593915.1,NP_593915.1,NP_593915.1,NP_593915.1
XP_007872170.1,NP_009445.2,NP_009445.2,NP_009445.2,NP_009445.2
XP_007872489.1,NP_594620.1,NP_594620.1,NP_594620.1,NP_594620.1
XP_007874985.1,NP_596393.2,NP_596393.2,NP_596393.2,NP_596393.2
XP_007875347.1,NP_587906.1,NP_587906.1,NP_587906.1,NP_587906.1
XP_007873818.2,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_007872863.1,NP_588145.2,NP_588145.2,NP_588145.2,NP_588145.2
XP_019613321.1,CCG82957.1,CCG82957.1,NP_012734.1,CCG82957.1
XP_007873311.2,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_007873465.1,NP_588211.1,NP_588211.1,NP_588211.1,NP_588211.1
XP_007873339.1,CCG84890.1,CCG84890.1,CCG84890.1,CCG84890.1
XP_019613393.1,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_019613297.1,CCG82957.1,CCG82957.1,NP_595040.1,CCG82957.1
XP_007874041.2,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007875687.2,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_019613298.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007871860.1,NP_011384.1,NP_011384.1,NP_011384.1,NP_011384.1
XP_007874637.1,CCG83005.1,CCG83005.1,CCG83005.1,CCG83005.1
XP_007872644.1,NP_588419.1,NP_588419.1,NP_588419.1,NP_588419.1
XP_007872403.1,NP_594527.1,NP_594527.1,NP_594527.1,NP_594527.1
XP_007874420.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007875036.1,NP_593571.1,NP_593571.1,NP_001343051.1,NP_593571.1
XP_007872386.1,NP_595842.1,NP_595842.1,NP_595842.1,NP_595842.1
XP_007875455.1,NP_012354.1,NP_012354.1,NP_012354.1,NP_012354.1
XP_007873827.1,NP_013022.1,NP_013022.1,NP_013022.1,NP_013022.1
XP_007874195.1,CCG82957.1,CCG82957.1,NP_012734.1,CCG82957.1
XP_007872148.1,NP_593580.1,NP_593580.1,NP_593580.1,NP_593580.1
XP_007875246.1,NP_588502.1,NP_588502.1,NP_588502.1,NP_588502.1
XP_007875173.1,NP_596095.1,NP_596095.1,NP_596095.1,NP_596095.1
XP_007875346.1,NP_596323.1,NP_596323.1,NP_596323.1,NP_596323.1
XP_007872631.1,NP_594568.1,NP_594568.1,NP_594568.1,NP_594568.1
XP_007873021.1,NP_593571.1,NP_593571.1,NP_012734.1,NP_593571.1
XP_007872223.1,NP_012569.1,NP_012569.1,NP_012569.1,NP_012569.1
XP_007872264.1,NP_013827.1,NP_013827.1,NP_013827.1,NP_013827.1
XP_007873590.1,NP_010181.2,NP_010181.2,NP_010181.2,NP_010181.2
XP_007874533.1,NP_593720.1,NP_593720.1,NP_593720.1,NP_593720.1
XP_007874321.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007873603.2,NP_593571.1,NP_593571.1,NP_011656.3,NP_593571.1
XP_007874468.1,NP_001342911.1,NP_001342911.1,NP_001342911.1,NP_001342911.1
XP_007873669.1,NP_594389.1,NP_594389.1,NP_594389.1,NP_594389.1
XP_007872456.2,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007872737.2,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007874884.1,NP_588025.2,NP_588025.2,NP_588025.2,NP_588025.2
XP_007871852.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007872459.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007875251.1,NP_594756.1,NP_594756.1,NP_594756.1,NP_594756.1
XP_007872740.2,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007873597.2,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007873819.1,NP_593966.1,NP_593966.1,NP_593966.1,NP_593966.1
XP_007874224.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007874346.1,NP_595569.1,NP_595569.1,NP_595569.1,NP_595569.1
XP_007873020.1,NP_015447.1,NP_015447.1,NP_015447.1,NP_015447.1
XP_007874054.1,NP_596729.1,NP_596729.1,NP_596729.1,NP_596729.1
XP_007873859.1,NP_014948.1,NP_014948.1,NP_014948.1,NP_014948.1
XP_007875408.2,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007875544.1,NP_593966.1,NP_593966.1,NP_593966.1,NP_593966.1
XP_007872132.1,NP_595686.2,NP_595686.2,NP_595686.2,NP_595686.2
XP_007873104.1,NP_001417961.1,NP_001417961.1,NP_001417961.1,NP_001417961.1
XP_007873186.1,NP_593218.1,NP_593218.1,NP_593218.1,NP_593218.1
XP_007872303.1,NP_593326.1,NP_593326.1,NP_593326.1,NP_593326.1
XP_007872888.1,NP_593441.1,NP_593441.1,NP_593441.1,NP_593441.1
XP_007874464.1,NP_012485.1,NP_012485.1,NP_012485.1,NP_012485.1
XP_007872229.1,NP_595358.1,NP_595358.1,NP_595358.1,NP_595358.1
XP_007873844.1,NP_593607.1,NP_593607.1,NP_593607.1,NP_593607.1
XP_007874671.1,NP_587812.1,NP_587812.1,NP_587812.1,NP_587812.1
XP_007875240.1,NP_593609.1,NP_593609.1,NP_593609.1,NP_593609.1
XP_007873994.1,NP_593099.1,NP_593099.1,NP_593099.1,NP_593099.1
XP_007874002.1,NP_594882.1,NP_594882.1,NP_594882.1,NP_594882.1
XP_007874443.1,NP_013555.1,NP_013555.1,NP_013555.1,NP_013555.1
XP_007872610.1,NP_588432.1,NP_588432.1,NP_588432.1,NP_588432.1
XP_007873312.1,NP_010325.1,NP_010325.1,NP_010325.1,NP_010325.1
XP_019613341.1,NP_594069.2,NP_594069.2,NP_594069.2,NP_594069.2
XP_007871935.1,NP_012028.1,NP_012028.1,NP_012028.1,NP_012028.1
XP_007873196.1,NP_593035.1,NP_593035.1,NP_593035.1,NP_593035.1
XP_007871921.1,CCG84524.1,CCG84524.1,CCG84524.1,CCG84524.1
XP_007872614.1,NP_001342752.1,NP_001342752.1,NP_001342752.1,NP_001342752.1
XP_019613305.1,NP_015447.1,NP_015447.1,NP_015447.1,NP_015447.1
XP_007872108.1,NP_594115.1,NP_594115.1,NP_594115.1,NP_594115.1
XP_007873733.1,NP_012892.1,NP_012892.1,NP_012892.1,NP_012892.1
XP_007872877.1,NP_588149.1,NP_588149.1,NP_588149.1,NP_588149.1
XP_007872986.1,NP_596431.1,NP_596431.1,NP_596431.1,NP_596431.1
XP_007874044.1,NP_010513.1,NP_010513.1,NP_010513.1,NP_010513.1
XP_007872367.1,NP_594907.2,NP_594907.2,NP_594907.2,NP_594907.2
XP_007875449.1,NP_593405.2,NP_593405.2,NP_593405.2,NP_593405.2
XP_007873468.1,NP_594524.1,NP_594524.1,NP_594524.1,NP_594524.1
XP_007875004.1,NP_593006.1,NP_593006.1,NP_593006.1,NP_593006.1
XP_007875453.1,NP_595772.1,NP_595772.1,NP_595772.1,NP_595772.1
XP_007875010.1,NP_001342851.1,NP_001342851.1,NP_001342851.1,NP_001342851.1
XP_007872182.1,NP_596164.1,NP_596164.1,NP_596164.1,NP_596164.1
XP_007875572.1,NP_596159.1,NP_596159.1,NP_596159.1,NP_596159.1
XP_007874399.1,NP_595813.2,NP_595813.2,NP_595813.2,NP_595813.2
XP_007874313.1,NP_593191.1,NP_593191.1,NP_593191.1,NP_593191.1
XP_007874205.1,NP_593544.1,NP_593544.1,NP_593544.1,NP_593544.1
XP_007874990.1,NP_001342779.1,NP_001342779.1,NP_001342779.1,NP_001342779.1
XP_007874681.1,NP_594153.1,NP_594153.1,NP_594153.1,NP_594153.1
XP_007871929.1,NP_593081.2,NP_593081.2,NP_593081.2,NP_593081.2
XP_007872669.1,NP_593064.1,NP_593064.1,NP_593064.1,NP_593064.1
XP_007874159.1,NP_588103.1,NP_588103.1,NP_588103.1,NP_588103.1
XP_007872299.1,NP_595435.1,NP_595435.1,NP_595435.1,NP_595435.1
XP_007871989.1,NP_014161.1,NP_014161.1,NP_014161.1,NP_014161.1
XP_007872947.1,NP_596721.1,NP_596721.1,NP_596721.1,NP_596721.1
XP_007873585.1,NP_001343016.1,NP_001343016.1,NP_001343016.1,NP_001343016.1
XP_019613293.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_007872398.1,NP_011946.1,NP_011946.1,NP_011946.1,NP_011946.1
XP_007873004.1,NP_595299.2,NP_595299.2,NP_595299.2,NP_595299.2
XP_007874890.1,NP_587766.1,NP_587766.1,NP_587766.1,NP_587766.1
XP_007874706.1,CCG83103.1,CCG83103.1,CCG83103.1,CCG83103.1
XP_007872587.1,NP_595864.4,NP_595864.4,NP_595864.4,NP_595864.4
XP_007875681.1,NP_593149.1,NP_593149.1,NP_593149.1,NP_593149.1
XP_007875057.1,NP_593378.1,NP_593378.1,NP_593378.1,NP_593378.1
XP_007875410.2,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007872321.1,NP_593325.1,NP_593325.1,NP_593325.1,NP_593325.1
XP_007873126.1,NP_594373.1,NP_594373.1,NP_594373.1,NP_594373.1
XP_007874003.1,NP_592832.2,NP_592832.2,NP_592832.2,NP_592832.2
XP_007871973.1,NP_594352.1,NP_594352.1,NP_594352.1,NP_594352.1
XP_007875497.1,NP_593053.2,NP_593053.2,NP_593053.2,NP_593053.2
XP_007872987.1,CCG83475.1,CCG83475.1,CCG83475.1,CCG83475.1
XP_007875517.1,CCG84080.1,CCG84080.1,CCG84080.1,CCG84080.1
XP_007873355.1,NP_010091.2,NP_010091.2,NP_010091.2,NP_010091.2
XP_007875399.1,NP_596516.1,NP_596516.1,NP_596516.1,NP_596516.1
XP_019613402.1,NP_001342793.1,NP_001342793.1,NP_001342793.1,NP_001342793.1
XP_007875488.1,NP_011071.3,NP_011071.3,NP_011071.3,NP_011071.3
XP_007875629.1,NP_596526.1,NP_596526.1,NP_596526.1,NP_596526.1
XP_007872161.1,NP_593739.2,NP_593739.2,NP_593739.2,NP_593739.2
XP_007872571.1,NP_014276.1,NP_014276.1,NP_014276.1,NP_014276.1
XP_007874572.1,NP_592926.1,NP_592926.1,NP_592926.1,NP_592926.1
XP_007874107.1,NP_596653.1,NP_596653.1,NP_596653.1,NP_596653.1
XP_007872069.1,NP_588075.1,NP_588075.1,NP_588075.1,NP_588075.1
XP_007872860.1,NP_011704.3,NP_011704.3,NP_011704.3,NP_011704.3
XP_007874966.1,NP_593051.1,NP_593051.1,NP_593051.1,NP_593051.1
XP_007873737.1,NP_587801.1,NP_587801.1,NP_587801.1,NP_587801.1
XP_007874386.1,NP_593094.1,NP_593094.1,NP_593094.1,NP_593094.1
XP_007875377.1,NP_587924.1,NP_587924.1,NP_587924.1,NP_587924.1
XP_007872307.1,CCG81924.1,CCG81924.1,CCG81924.1,CCG81924.1
XP_007873369.1,NP_588358.1,NP_588358.1,NP_588358.1,NP_588358.1
XP_007873237.1,NP_595538.1,NP_595538.1,NP_595538.1,NP_595538.1
XP_007875015.1,NP_596356.2,NP_596356.2,NP_596356.2,NP_596356.2
XP_007875451.1,NP_587839.1,NP_587839.1,NP_587839.1,NP_587839.1
XP_007875547.1,NP_593811.1,NP_593811.1,NP_593811.1,NP_593811.1
XP_007872865.1,NP_011348.1,NP_011348.1,NP_011348.1,NP_011348.1
XP_007874177.1,NP_014691.1,NP_014691.1,NP_014691.1,NP_014691.1
XP_007874390.2,NP_593819.1,NP_593819.1,NP_593819.1,NP_593819.1
XP_019613328.1,NP_588134.1,NP_588134.1,NP_588134.1,NP_588134.1
XP_007874709.1,NP_596607.1,NP_596607.1,NP_596607.1,NP_596607.1
XP_007872286.1,NP_593640.1,NP_593640.1,NP_593640.1,NP_593640.1
XP_007873968.1,NP_595725.2,NP_595725.2,NP_595725.2,NP_595725.2
