,bfs,bts,graph,faiss
XP_007875505.1,NP_594550.1,NP_594550.1,NP_594550.1,NP_594550.1
XP_007874534.1,NP_594985.1,NP_594985.1,NP_594985.1,NP_594985.1
XP_007874879.1,NP_593414.2,NP_593414.2,NP_593414.2,NP_593414.2
XP_007874174.1,NP_596300.1,NP_596300.1,NP_596300.1,NP_596300.1
XP_007872781.1,NP_595673.1,NP_595673.1,NP_595673.1,NP_595673.1
XP_007874679.1,NP_594148.1,NP_594148.1,NP_594148.1,NP_594148.1
XP_007874571.1,NP_594633.2,NP_594633.2,NP_594633.2,NP_594633.2
XP_007872565.1,NP_596004.1,NP_596004.1,NP_596004.1,NP_596004.1
XP_007874516.1,NP_588215.2,NP_588215.2,NP_588215.2,NP_588215.2
XP_007874532.1,NP_592869.1,NP_592869.1,NP_592869.1,NP_592869.1
XP_007873215.1,NP_588532.1,NP_588532.1,NP_588532.1,NP_588532.1
XP_007873575.1,NP_587890.1,NP_587890.1,NP_587890.1,NP_587890.1
XP_007871924.1,NP_593414.2,NP_593414.2,NP_593414.2,NP_593414.2
XP_007872055.1,NP_595158.1,NP_595158.1,NP_595158.1,NP_595158.1
XP_007874359.1,NP_594681.1,NP_594681.1,NP_594681.1,NP_594681.1
XP_007872290.1,NP_594240.1,NP_594240.1,NP_594240.1,NP_594240.1
XP_007872597.1,NP_594585.1,NP_594585.1,NP_594585.1,NP_594585.1
XP_007873446.1,NP_596174.1,NP_596174.1,NP_596174.1,NP_596174.1
XP_007872676.1,NP_595288.1,NP_595288.1,NP_595288.1,NP_595288.1
XP_007874170.1,NP_595991.2,NP_595991.2,NP_595991.2,NP_595991.2
XP_007875288.1,NP_595281.1,NP_595281.1,NP_595281.1,NP_595281.1
XP_007872535.1,NP_595805.1,NP_595805.1,NP_595805.1,NP_595805.1
XP_007873179.1,NP_593217.1,NP_593217.1,NP_593217.1,NP_593217.1
XP_007872381.1,NP_594106.1,NP_594106.1,NP_594106.1,NP_594106.1
XP_007873235.1,NP_592909.1,NP_592909.1,NP_592909.1,NP_592909.1
XP_007874860.1,NP_001018270.2,NP_001018270.2,NP_001018270.2,NP_001018270.2
XP_007874982.1,NP_596613.1,NP_596613.1,NP_596613.1,NP_596613.1
XP_007871956.1,NP_596804.1,NP_596804.1,NP_596804.1,NP_596804.1
XP_007874987.1,NP_596645.1,NP_596645.1,NP_596645.1,NP_596645.1
XP_007873631.1,NP_001342781.1,NP_001342781.1,NP_001342781.1,NP_001342781.1
XP_007871925.1,NP_593082.1,NP_593082.1,NP_593082.1,NP_593082.1
XP_007872316.1,NP_595441.1,NP_595441.1,NP_595441.1,NP_595441.1
XP_007873867.1,NP_592986.1,NP_592986.1,NP_592986.1,NP_592986.1
XP_007872608.1,NP_588492.1,NP_588492.1,NP_588492.1,NP_588492.1
XP_007874184.1,NP_594186.1,NP_594186.1,NP_594186.1,NP_594186.1
XP_007875003.1,NP_595354.1,NP_595354.1,NP_595354.1,NP_595354.1
XP_007873840.1,NP_595385.1,NP_595385.1,NP_595385.1,NP_595385.1
XP_007873779.1,NP_595506.1,NP_595506.1,NP_595506.1,NP_595506.1
XP_007874110.1,NP_001342861.1,NP_001342861.1,NP_001342861.1,NP_001342861.1
XP_007873086.2,NP_594602.1,NP_594602.1,NP_594602.1,NP_594602.1
XP_007874146.1,NP_595055.1,NP_595055.1,NP_595055.1,NP_595055.1
XP_007873947.1,NP_001342916.1,NP_001342916.1,NP_001342916.1,NP_001342916.1
XP_019613300.1,NP_593890.1,NP_593890.1,NP_593890.1,NP_593890.1
XP_007873774.1,NP_594487.2,NP_594487.2,NP_594487.2,NP_594487.2
XP_007873425.1,NP_593296.1,NP_593296.1,NP_593296.1,NP_593296.1
XP_007872419.1,NP_594084.1,NP_594084.1,NP_594084.1,NP_594084.1
XP_007875092.1,NP_588487.1,NP_588487.1,NP_588487.1,NP_588487.1
XP_007873713.1,NP_593108.1,NP_593108.1,NP_593108.1,NP_593108.1
XP_007875114.1,NP_595392.1,NP_595392.1,NP_595392.1,NP_595392.1
XP_007873087.1,NP_595925.1,NP_595925.1,NP_595925.1,NP_595925.1
XP_007872207.1,NP_593080.1,NP_593080.1,NP_593080.1,NP_593080.1
XP_007872920.1,NP_594861.1,NP_594861.1,NP_594861.1,NP_594861.1
XP_007872747.1,NP_593370.1,NP_593370.1,NP_593370.1,NP_593370.1
XP_007875683.1,NP_587866.3,NP_587866.3,NP_587866.3,NP_587866.3
XP_007874451.1,NP_593860.1,NP_593860.1,NP_593860.1,NP_593860.1
XP_007875019.1,NP_594115.1,NP_594115.1,NP_594115.1,NP_594115.1
XP_007872467.1,NP_594759.1,NP_594759.1,NP_594759.1,NP_594759.1
XP_007875501.1,NP_596499.2,NP_596499.2,NP_596499.2,NP_596499.2
XP_007872799.1,NP_594824.1,NP_594824.1,NP_594824.1,NP_594824.1
XP_007873472.1,NP_593482.1,NP_593482.1,NP_593482.1,NP_593482.1
XP_007873583.1,NP_596127.1,NP_596127.1,NP_596127.1,NP_596127.1
XP_007872965.1,NP_001342968.1,NP_001342968.1,NP_001342968.1,NP_001342968.1
XP_007875155.1,NP_001018819.2,NP_001018819.2,NP_001018819.2,NP_001018819.2
XP_007874732.1,NP_595602.1,NP_595602.1,NP_595602.1,NP_595602.1
XP_019613396.1,NP_588351.1,NP_588351.1,NP_588351.1,NP_588351.1
XP_007872085.1,NP_596486.1,NP_596486.1,NP_596486.1,NP_596486.1
XP_019613343.1,NP_596466.1,NP_596466.1,NP_596466.1,NP_596466.1
XP_007872254.1,NP_596012.2,NP_596012.2,NP_596012.2,NP_596012.2
XP_007873518.1,NP_595335.1,NP_595335.1,NP_595335.1,NP_595335.1
XP_007874737.1,NP_595582.1,NP_595582.1,NP_595582.1,NP_595582.1
XP_007872918.1,NP_587882.1,NP_587882.1,NP_587882.1,NP_587882.1
XP_007874416.1,NP_594543.1,NP_594543.1,NP_594543.1,NP_594543.1
XP_007874777.1,NP_594459.2,NP_594459.2,NP_594459.2,NP_594459.2
XP_007875151.1,NP_593910.2,NP_593910.2,NP_593910.2,NP_593910.2
XP_007872561.1,NP_595890.2,NP_595890.2,NP_595890.2,NP_595890.2
XP_007873758.1,NP_588116.1,NP_588116.1,NP_588116.1,NP_588116.1
XP_007874036.1,NP_593286.1,NP_593286.1,NP_593286.1,NP_593286.1
XP_007875134.1,NP_001342781.1,NP_001342781.1,NP_001342781.1,NP_001342781.1
XP_007874158.1,NP_588095.1,NP_588095.1,NP_588095.1,NP_588095.1
XP_007875262.1,NP_594951.2,NP_594951.2,NP_594951.2,NP_594951.2
XP_007872237.1,NP_588106.2,NP_588106.2,NP_588106.2,NP_588106.2
XP_007872041.1,NP_594202.2,NP_594202.2,NP_594202.2,NP_594202.2
XP_007874624.1,NP_001343051.1,NP_001343051.1,NP_001343051.1,NP_001343051.1
XP_007873591.1,NP_596123.1,NP_596123.1,NP_596123.1,NP_596123.1
XP_007875286.1,NP_595279.1,NP_595279.1,NP_595279.1,NP_595279.1
XP_007872971.1,NP_593101.2,NP_593101.2,NP_593101.2,NP_593101.2
XP_007873333.1,NP_596340.1,NP_596340.1,NP_596340.1,NP_596340.1
XP_007873717.1,NP_596733.1,NP_596733.1,NP_596733.1,NP_596733.1
XP_007873751.1,NP_593535.1,NP_593535.1,NP_593535.1,NP_593535.1
XP_007875109.1,NP_594619.1,NP_594619.1,NP_594619.1,NP_594619.1
XP_007874391.1,NP_593092.1,NP_593092.1,NP_593092.1,NP_593092.1
XP_007873188.1,NP_592998.1,NP_592998.1,NP_592998.1,NP_592998.1
XP_007871854.1,NP_594538.2,NP_594538.2,NP_594538.2,NP_594538.2
XP_007875256.1,NP_593971.1,NP_593971.1,NP_593971.1,NP_593971.1
XP_007875543.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007872023.1,NP_593899.1,NP_593899.1,NP_593899.1,NP_593899.1
XP_007875573.1,NP_593520.1,NP_593520.1,NP_593520.1,NP_593520.1
XP_007872503.1,NP_594414.1,NP_594414.1,NP_594414.1,NP_594414.1
XP_007874825.1,NP_593260.1,NP_593260.1,NP_593260.1,NP_593260.1
XP_007874625.2,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007873016.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007874518.1,NP_594102.1,NP_594102.1,NP_594102.1,NP_594102.1
XP_007875039.2,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007875179.1,NP_587958.1,NP_587958.1,NP_587958.1,NP_587958.1
XP_007875370.1,NP_593260.1,NP_593260.1,NP_593260.1,NP_593260.1
XP_007873773.1,NP_594486.1,NP_594486.1,NP_594486.1,NP_594486.1
XP_007874603.1,NP_595581.1,NP_595581.1,NP_595581.1,NP_595581.1
XP_007872593.1,NP_596021.1,NP_596021.1,NP_596021.1,NP_596021.1
XP_007872302.1,NP_593331.2,NP_593331.2,NP_593331.2,NP_593331.2
XP_007872336.1,NP_594930.1,NP_594930.1,NP_594930.1,NP_594930.1
XP_007875499.1,NP_595381.3,NP_595381.3,NP_595381.3,NP_595381.3
XP_007875604.1,NP_001342843.1,NP_001342843.1,NP_001342843.1,NP_001342843.1
XP_007874949.1,NP_596628.1,NP_596628.1,NP_596628.1,NP_596628.1
XP_019613311.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_019613364.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007874682.1,NP_595900.1,NP_595900.1,NP_595900.1,NP_595900.1
XP_007874421.2,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007871851.2,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007873939.1,NP_596180.1,NP_596180.1,NP_596180.1,NP_596180.1
XP_007874262.1,NP_593213.1,NP_593213.1,NP_593213.1,NP_593213.1
XP_007874664.1,NP_592869.1,NP_592869.1,NP_592869.1,NP_592869.1
XP_007872881.1,NP_588342.1,NP_588342.1,NP_588342.1,NP_588342.1
XP_007874576.1,NP_592928.1,NP_592928.1,NP_592928.1,NP_592928.1
XP_007875353.1,NP_596329.1,NP_596329.1,NP_596329.1,NP_596329.1
XP_007875192.2,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007873455.1,NP_593565.1,NP_593565.1,NP_593565.1,NP_593565.1
XP_007875139.1,NP_588344.1,NP_588344.1,NP_588344.1,NP_588344.1
XP_007873907.1,NP_593690.1,NP_593690.1,NP_593690.1,NP_593690.1
XP_007874404.1,NP_595819.2,NP_595819.2,NP_595819.2,NP_595819.2
XP_019613307.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007874239.1,NP_587991.1,NP_587991.1,NP_587991.1,NP_587991.1
XP_007874783.1,NP_593253.1,NP_593253.1,NP_593253.1,NP_593253.1
XP_007874702.1,NP_594781.1,NP_594781.1,NP_594781.1,NP_594781.1
XP_019613319.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007874650.1,NP_595756.1,NP_595756.1,NP_595756.1,NP_595756.1
XP_007872270.1,NP_595398.1,NP_595398.1,NP_595398.1,NP_595398.1
XP_007875597.1,NP_594649.2,NP_594649.2,NP_594649.2,NP_594649.2
XP_007873653.1,NP_595102.2,NP_595102.2,NP_595102.2,NP_595102.2
XP_007875037.2,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_019613416.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007872645.1,NP_001417947.1,NP_001417947.1,NP_001417947.1,NP_001417947.1
XP_007873249.1,NP_001018270.2,NP_001018270.2,NP_001018270.2,NP_001018270.2
XP_007874685.1,NP_594152.2,NP_594152.2,NP_594152.2,NP_594152.2
XP_007872402.1,NP_594524.1,NP_594524.1,NP_594524.1,NP_594524.1
XP_007874876.2,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007875038.2,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_019613363.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007872884.1,NP_594452.1,NP_594452.1,NP_594452.1,NP_594452.1
XP_019613320.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007872560.1,NP_001018264.1,NP_001018264.1,NP_001018264.1,NP_001018264.1
XP_007874490.1,NP_593915.1,NP_593915.1,NP_593915.1,NP_593915.1
XP_007872170.1,NP_593737.2,NP_593737.2,NP_593737.2,NP_593737.2
XP_007872489.1,NP_594620.1,NP_594620.1,NP_594620.1,NP_594620.1
XP_007874985.1,NP_596393.2,NP_596393.2,NP_596393.2,NP_596393.2
XP_007875347.1,NP_587906.1,NP_587906.1,NP_587906.1,NP_587906.1
XP_007873818.2,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007872863.1,NP_588145.2,NP_588145.2,NP_588145.2,NP_588145.2
XP_019613321.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_007873311.2,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007873465.1,NP_588211.1,NP_588211.1,NP_588211.1,NP_588211.1
XP_007873339.1,NP_596123.1,NP_596123.1,NP_596123.1,NP_596123.1
XP_019613393.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_019613297.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007874041.2,NP_593571.1,NP_593571.1,NP_001343051.1,NP_593571.1
XP_007875687.2,NP_593571.1,NP_593571.1,NP_001343051.1,NP_593571.1
XP_019613298.1,NP_593571.1,NP_593571.1,NP_001343051.1,NP_593571.1
XP_007871860.1,NP_593554.2,NP_593554.2,NP_593554.2,NP_593554.2
XP_007874637.1,NP_593784.1,NP_593784.1,NP_593784.1,NP_593784.1
XP_007872644.1,NP_588419.1,NP_588419.1,NP_588419.1,NP_588419.1
XP_007872403.1,NP_594527.1,NP_594527.1,NP_594527.1,NP_594527.1
XP_007874420.1,NP_593571.1,NP_593571.1,NP_001343051.1,NP_593571.1
XP_007875036.1,NP_593571.1,NP_593571.1,NP_001343051.1,NP_593571.1
XP_007872386.1,NP_595842.1,NP_595842.1,NP_595842.1,NP_595842.1
XP_007875455.1,NP_594152.2,NP_594152.2,NP_594152.2,NP_594152.2
XP_007873827.1,NP_588188.1,NP_588188.1,NP_588188.1,NP_588188.1
XP_007874195.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007872148.1,NP_593580.1,NP_593580.1,NP_593580.1,NP_593580.1
XP_007875246.1,NP_588502.1,NP_588502.1,NP_588502.1,NP_588502.1
XP_007875173.1,NP_596095.1,NP_596095.1,NP_596095.1,NP_596095.1
XP_007875346.1,NP_596323.1,NP_596323.1,NP_596323.1,NP_596323.1
XP_007872631.1,NP_594568.1,NP_594568.1,NP_594568.1,NP_594568.1
XP_007873021.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007872223.1,NP_593038.2,NP_593038.2,NP_593038.2,NP_593038.2
XP_007872264.1,NP_595402.1,NP_595402.1,NP_595402.1,NP_595402.1
XP_007873590.1,NP_596124.1,NP_596124.1,NP_596124.1,NP_596124.1
XP_007874533.1,NP_593720.1,NP_593720.1,NP_593720.1,NP_593720.1
XP_007874321.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007873603.2,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007874468.1,NP_001342911.1,NP_001342911.1,NP_001342911.1,NP_001342911.1
XP_007873669.1,NP_594389.1,NP_594389.1,NP_594389.1,NP_594389.1
XP_007872456.2,NP_593571.1,NP_593571.1,NP_001343051.1,NP_593571.1
XP_007872737.2,NP_593571.1,NP_593571.1,NP_001343051.1,NP_593571.1
XP_007874884.1,NP_588025.2,NP_588025.2,NP_588025.2,NP_588025.2
XP_007871852.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_007872459.1,NP_593571.1,NP_593571.1,NP_001343051.1,NP_593571.1
XP_007875251.1,NP_594756.1,NP_594756.1,NP_594756.1,NP_594756.1
XP_007872740.2,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007873597.2,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007873819.1,NP_593966.1,NP_593966.1,NP_593966.1,NP_593966.1
XP_007874224.1,NP_593571.1,NP_593571.1,NP_001343051.1,NP_593571.1
XP_007874346.1,NP_595569.1,NP_595569.1,NP_595569.1,NP_595569.1
XP_007873020.1,NP_593966.1,NP_593966.1,NP_593966.1,NP_593966.1
XP_007874054.1,NP_596729.1,NP_596729.1,NP_596729.1,NP_596729.1
XP_007873859.1,NP_594861.1,NP_594861.1,NP_594861.1,NP_594861.1
XP_007875408.2,NP_593571.1,NP_593571.1,NP_001343051.1,NP_593571.1
XP_007875544.1,NP_593966.1,NP_593966.1,NP_593966.1,NP_593966.1
XP_007872132.1,NP_595686.2,NP_595686.2,NP_595686.2,NP_595686.2
XP_007873104.1,NP_001417961.1,NP_001417961.1,NP_001417961.1,NP_001417961.1
XP_007873186.1,NP_593218.1,NP_593218.1,NP_593218.1,NP_593218.1
XP_007872303.1,NP_593326.1,NP_593326.1,NP_593326.1,NP_593326.1
XP_007872888.1,NP_593441.1,NP_593441.1,NP_593441.1,NP_593441.1
XP_007874464.1,NP_001342839.1,NP_001342839.1,NP_001342839.1,NP_001342839.1
XP_007872229.1,NP_595358.1,NP_595358.1,NP_595358.1,NP_595358.1
XP_007873844.1,NP_593607.1,NP_593607.1,NP_593607.1,NP_593607.1
XP_007874671.1,NP_587812.1,NP_587812.1,NP_587812.1,NP_587812.1
XP_007875240.1,NP_593609.1,NP_593609.1,NP_593609.1,NP_593609.1
XP_007873994.1,NP_593099.1,NP_593099.1,NP_593099.1,NP_593099.1
XP_007874002.1,NP_594882.1,NP_594882.1,NP_594882.1,NP_594882.1
XP_007874443.1,NP_588235.1,NP_588235.1,NP_588235.1,NP_588235.1
XP_007872610.1,NP_588432.1,NP_588432.1,NP_588432.1,NP_588432.1
XP_007873312.1,NP_595246.1,NP_595246.1,NP_595246.1,NP_595246.1
XP_019613341.1,NP_594069.2,NP_594069.2,NP_594069.2,NP_594069.2
XP_007871935.1,NP_596081.1,NP_596081.1,NP_596081.1,NP_596081.1
XP_007873196.1,NP_593035.1,NP_593035.1,NP_593035.1,NP_593035.1
XP_007871921.1,NP_593080.1,NP_593080.1,NP_593080.1,NP_593080.1
XP_007872614.1,NP_001342752.1,NP_001342752.1,NP_001342752.1,NP_001342752.1
XP_019613305.1,NP_593966.1,NP_593966.1,NP_593966.1,NP_593966.1
XP_007872108.1,NP_594115.1,NP_594115.1,NP_594115.1,NP_594115.1
XP_007873733.1,NP_588185.1,NP_588185.1,NP_588185.1,NP_588185.1
XP_007872877.1,NP_588149.1,NP_588149.1,NP_588149.1,NP_588149.1
XP_007872986.1,NP_596431.1,NP_596431.1,NP_596431.1,NP_596431.1
XP_007874044.1,NP_594524.1,NP_594524.1,NP_594524.1,NP_594524.1
XP_007872367.1,NP_594907.2,NP_594907.2,NP_594907.2,NP_594907.2
XP_007875449.1,NP_593405.2,NP_593405.2,NP_593405.2,NP_593405.2
XP_007873468.1,NP_594524.1,NP_594524.1,NP_594524.1,NP_594524.1
XP_007875004.1,NP_593006.1,NP_593006.1,NP_593006.1,NP_593006.1
XP_007875453.1,NP_595772.1,NP_595772.1,NP_595772.1,NP_595772.1
XP_007875010.1,NP_001342851.1,NP_001342851.1,NP_001342851.1,NP_001342851.1
XP_007872182.1,NP_596164.1,NP_596164.1,NP_596164.1,NP_596164.1
XP_007875572.1,NP_596159.1,NP_596159.1,NP_596159.1,NP_596159.1
XP_007874399.1,NP_595813.2,NP_595813.2,NP_595813.2,NP_595813.2
XP_007874313.1,NP_593191.1,NP_593191.1,NP_593191.1,NP_593191.1
XP_007874205.1,NP_593544.1,NP_593544.1,NP_593544.1,NP_593544.1
XP_007874990.1,NP_001342779.1,NP_001342779.1,NP_001342779.1,NP_001342779.1
XP_007874681.1,NP_594153.1,NP_594153.1,NP_594153.1,NP_594153.1
XP_007871929.1,NP_593081.2,NP_593081.2,NP_593081.2,NP_593081.2
XP_007872669.1,NP_593064.1,NP_593064.1,NP_593064.1,NP_593064.1
XP_007874159.1,NP_588103.1,NP_588103.1,NP_588103.1,NP_588103.1
XP_007872299.1,NP_595435.1,NP_595435.1,NP_595435.1,NP_595435.1
XP_007871989.1,NP_595710.1,NP_595710.1,NP_595710.1,NP_595710.1
XP_007872947.1,NP_596721.1,NP_596721.1,NP_596721.1,NP_596721.1
XP_007873585.1,NP_001343016.1,NP_001343016.1,NP_001343016.1,NP_001343016.1
XP_019613293.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_007872398.1,NP_593384.1,NP_593384.1,NP_593384.1,NP_593384.1
XP_007873004.1,NP_595299.2,NP_595299.2,NP_595299.2,NP_595299.2
XP_007874890.1,NP_587766.1,NP_587766.1,NP_587766.1,NP_587766.1
XP_007874706.1,NP_596243.1,NP_596243.1,NP_596243.1,NP_596243.1
XP_007872587.1,NP_595864.4,NP_595864.4,NP_595864.4,NP_595864.4
XP_007875681.1,NP_593149.1,NP_593149.1,NP_593149.1,NP_593149.1
XP_007875057.1,NP_593378.1,NP_593378.1,NP_593378.1,NP_593378.1
XP_007875410.2,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_007872321.1,NP_593325.1,NP_593325.1,NP_593325.1,NP_593325.1
XP_007873126.1,NP_594373.1,NP_594373.1,NP_594373.1,NP_594373.1
XP_007874003.1,NP_592832.2,NP_592832.2,NP_592832.2,NP_592832.2
XP_007871973.1,NP_594352.1,NP_594352.1,NP_594352.1,NP_594352.1
XP_007875497.1,NP_593053.2,NP_593053.2,NP_593053.2,NP_593053.2
XP_007872987.1,NP_595098.1,NP_595098.1,NP_595098.1,NP_595098.1
XP_007875517.1,NP_592909.1,NP_592909.1,NP_592909.1,NP_592909.1
XP_007873355.1,NP_593630.1,NP_593630.1,NP_593630.1,NP_593630.1
XP_007875399.1,NP_596516.1,NP_596516.1,NP_596516.1,NP_596516.1
XP_019613402.1,NP_001342793.1,NP_001342793.1,NP_001342793.1,NP_001342793.1
XP_007875488.1,NP_595714.2,NP_595714.2,NP_595714.2,NP_595714.2
XP_007875629.1,NP_596526.1,NP_596526.1,NP_596526.1,NP_596526.1
XP_007872161.1,NP_593739.2,NP_593739.2,NP_593739.2,NP_593739.2
XP_007872571.1,NP_593112.1,NP_593112.1,NP_593112.1,NP_593112.1
XP_007874572.1,NP_592926.1,NP_592926.1,NP_592926.1,NP_592926.1
XP_007874107.1,NP_596653.1,NP_596653.1,NP_596653.1,NP_596653.1
XP_007872069.1,NP_588075.1,NP_588075.1,NP_588075.1,NP_588075.1
XP_007872860.1,NP_588140.1,NP_588140.1,NP_588140.1,NP_588140.1
XP_007874966.1,NP_593051.1,NP_593051.1,NP_593051.1,NP_593051.1
XP_007873737.1,NP_587801.1,NP_587801.1,NP_587801.1,NP_587801.1
XP_007874386.1,NP_593094.1,NP_593094.1,NP_593094.1,NP_593094.1
XP_007875377.1,NP_587924.1,NP_587924.1,NP_587924.1,NP_587924.1
XP_007872307.1,NP_596689.2,NP_596689.2,NP_596689.2,NP_596689.2
XP_007873369.1,NP_588358.1,NP_588358.1,NP_588358.1,NP_588358.1
XP_007873237.1,NP_595538.1,NP_595538.1,NP_595538.1,NP_595538.1
XP_007875015.1,NP_596356.2,NP_596356.2,NP_596356.2,NP_596356.2
XP_007875451.1,NP_587839.1,NP_587839.1,NP_587839.1,NP_587839.1
XP_007875547.1,NP_593811.1,NP_593811.1,NP_593811.1,NP_593811.1
XP_007872865.1,NP_595098.1,NP_595098.1,NP_595098.1,NP_595098.1
XP_007874177.1,NP_594155.1,NP_594155.1,NP_594155.1,NP_594155.1
XP_007874390.2,NP_593819.1,NP_593819.1,NP_593819.1,NP_593819.1
XP_019613328.1,NP_588134.1,NP_588134.1,NP_588134.1,NP_588134.1
XP_007874709.1,NP_596607.1,NP_596607.1,NP_596607.1,NP_596607.1
XP_007872286.1,NP_593640.1,NP_593640.1,NP_593640.1,NP_593640.1
XP_007873968.1,NP_595725.2,NP_595725.2,NP_595725.2,NP_595725.2
