,bfs,bts,graph,faiss
XP_018225936.1,NP_592928.1,NP_592928.1,NP_592928.1,NP_592928.1
XP_018225635.1,NP_594954.1,NP_594954.1,NP_594954.1,NP_594954.1
XP_018227618.1,NP_596080.2,NP_596080.2,NP_596080.2,NP_596080.2
XP_018225298.1,NP_595304.1,NP_595304.1,NP_595304.1,NP_595304.1
XP_018226906.1,NP_001342940.1,NP_001342940.1,NP_001342940.1,NP_001342940.1
XP_018224534.1,NP_001417946.1,NP_001417946.1,NP_001417946.1,NP_001417946.1
XP_018225983.1,NP_587943.2,NP_587943.2,NP_587943.2,NP_587943.2
XP_018227131.1,NP_595673.1,NP_595673.1,NP_595673.1,NP_595673.1
XP_018225369.1,NP_592917.2,NP_592917.2,NP_592917.2,NP_592917.2
XP_018225449.1,NP_596604.1,NP_596604.1,NP_596604.1,NP_596604.1
XP_018224903.1,NP_592953.1,NP_592953.1,NP_592953.1,NP_592953.1
XP_018226651.1,NP_587890.1,NP_587890.1,NP_587890.1,NP_587890.1
XP_018224387.1,NP_594550.1,NP_594550.1,NP_594550.1,NP_594550.1
XP_018225018.1,NP_594985.1,NP_594985.1,NP_594985.1,NP_594985.1
XP_018224723.1,NP_596576.1,NP_596576.1,NP_596576.1,NP_596576.1
XP_018225257.1,NP_596300.1,NP_596300.1,NP_596300.1,NP_596300.1
XP_018226349.1,NP_593414.2,NP_593414.2,NP_593414.2,NP_593414.2
XP_018227523.1,NP_594148.1,NP_594148.1,NP_594148.1,NP_594148.1
XP_018224984.1,NP_594633.2,NP_594633.2,NP_594633.2,NP_594633.2
XP_018226289.1,NP_596004.1,NP_596004.1,NP_596004.1,NP_596004.1
XP_018225037.1,NP_596500.1,NP_596500.1,NP_596500.1,NP_596500.1
XP_018226260.1,NP_594585.1,NP_594585.1,NP_594585.1,NP_594585.1
XP_018225020.1,NP_592869.1,NP_592869.1,NP_592869.1,NP_592869.1
XP_018226556.1,NP_593414.2,NP_593414.2,NP_593414.2,NP_593414.2
XP_018224876.1,NP_594681.1,NP_594681.1,NP_594681.1,NP_594681.1
XP_018227326.1,NP_594240.1,NP_594240.1,NP_594240.1,NP_594240.1
XP_018226432.1,NP_595158.1,NP_595158.1,NP_595158.1,NP_595158.1
XP_018226760.1,NP_596174.1,NP_596174.1,NP_596174.1,NP_596174.1
XP_018226183.1,NP_595288.1,NP_595288.1,NP_595288.1,NP_595288.1
XP_018225253.1,NP_595991.2,NP_595991.2,NP_595991.2,NP_595991.2
XP_018227240.1,NP_594106.1,NP_594106.1,NP_594106.1,NP_594106.1
XP_018225598.1,NP_595281.1,NP_595281.1,NP_595281.1,NP_595281.1
XP_018224233.1,NP_592909.1,NP_592909.1,NP_592909.1,NP_592909.1
XP_018227627.1,NP_593217.1,NP_593217.1,NP_593217.1,NP_593217.1
XP_018226316.1,NP_595805.1,NP_595805.1,NP_595805.1,NP_595805.1
XP_018225354.1,NP_596613.1,NP_596613.1,NP_596613.1,NP_596613.1
XP_018226250.1,NP_588492.1,NP_588492.1,NP_588492.1,NP_588492.1
XP_018224384.1,NP_596499.2,NP_596499.2,NP_596499.2,NP_596499.2
XP_018226526.1,NP_596804.1,NP_596804.1,NP_596804.1,NP_596804.1
XP_018225351.1,NP_596645.1,NP_596645.1,NP_596645.1,NP_596645.1
XP_018225915.1,NP_001018270.2,NP_001018270.2,NP_001018270.2,NP_001018270.2
XP_018224591.1,NP_001342781.1,NP_001342781.1,NP_001342781.1,NP_001342781.1
XP_018227301.1,NP_595441.1,NP_595441.1,NP_595441.1,NP_595441.1
XP_018225851.1,NP_592986.1,NP_592986.1,NP_592986.1,NP_592986.1
XP_018225267.1,NP_594186.1,NP_594186.1,NP_594186.1,NP_594186.1
XP_018225878.1,NP_595385.1,NP_595385.1,NP_595385.1,NP_595385.1
XP_018225335.1,NP_595354.1,NP_595354.1,NP_595354.1,NP_595354.1
XP_018224449.1,NP_595506.1,NP_595506.1,NP_595506.1,NP_595506.1
XP_018225197.1,NP_001342861.1,NP_001342861.1,NP_001342861.1,NP_001342861.1
XP_018227540.1,NP_594602.1,NP_594602.1,NP_594602.1,NP_594602.1
XP_018226644.1,NP_596127.1,NP_596127.1,NP_596127.1,NP_596127.1
XP_018225174.1,NP_593890.1,NP_593890.1,NP_593890.1,NP_593890.1
XP_018224454.1,NP_594487.2,NP_594487.2,NP_594487.2,NP_594487.2
XP_018225232.1,NP_595055.1,NP_595055.1,NP_595055.1,NP_595055.1
XP_018225775.1,NP_001342916.1,NP_001342916.1,NP_001342916.1,NP_001342916.1
XP_018226783.1,NP_593296.1,NP_593296.1,NP_593296.1,NP_593296.1
XP_018227206.1,NP_594084.1,NP_594084.1,NP_594084.1,NP_594084.1
XP_018227695.1,NP_595392.1,NP_595392.1,NP_595392.1,NP_595392.1
XP_018227677.1,NP_588487.1,NP_588487.1,NP_588487.1,NP_588487.1
XP_018227156.1,NP_588351.1,NP_588351.1,NP_588351.1,NP_588351.1
XP_018227406.1,NP_593080.1,NP_593080.1,NP_593080.1,NP_593080.1
XP_018224510.1,NP_588530.1,NP_588530.1,NP_588530.1,NP_588530.1
XP_018227162.1,NP_593370.1,NP_593370.1,NP_593370.1,NP_593370.1
XP_018226997.1,NP_594861.1,NP_594861.1,NP_594861.1,NP_594861.1
XP_018225105.1,NP_593860.1,NP_593860.1,NP_593860.1,NP_593860.1
XP_018225320.1,NP_594115.1,NP_594115.1,NP_594115.1,NP_594115.1
XP_018224756.1,NP_587866.3,NP_587866.3,NP_587866.3,NP_587866.3
XP_018225478.1,NP_592849.1,NP_592849.1,NP_592849.1,NP_592849.1
XP_018226555.1,NP_593082.1,NP_593082.1,NP_593082.1,NP_593082.1
XP_018227114.1,NP_594824.1,NP_594824.1,NP_594824.1,NP_594824.1
XP_018226739.1,NP_593482.1,NP_593482.1,NP_593482.1,NP_593482.1
XP_018226031.1,NP_595602.1,NP_595602.1,NP_595602.1,NP_595602.1
XP_018227360.1,NP_596012.2,NP_596012.2,NP_596012.2,NP_596012.2
XP_018226952.1,NP_001342968.1,NP_001342968.1,NP_001342968.1,NP_001342968.1
XP_018227738.1,NP_001018819.2,NP_001018819.2,NP_001018819.2,NP_001018819.2
XP_018224870.1,NP_596466.1,NP_596466.1,NP_596466.1,NP_596466.1
XP_018226406.1,NP_596486.1,NP_596486.1,NP_596486.1,NP_596486.1
XP_018226026.1,NP_595582.1,NP_595582.1,NP_595582.1,NP_595582.1
XP_018226700.1,NP_595335.1,NP_595335.1,NP_595335.1,NP_595335.1
XP_018226999.1,NP_587882.1,NP_587882.1,NP_587882.1,NP_587882.1
XP_018227716.1,NP_001342781.1,NP_001342781.1,NP_001342781.1,NP_001342781.1
XP_018224469.1,NP_588116.1,NP_588116.1,NP_588116.1,NP_588116.1
XP_018225035.1,NP_594102.1,NP_594102.1,NP_594102.1,NP_594102.1
XP_018226293.1,NP_595890.2,NP_595890.2,NP_595890.2,NP_595890.2
XP_018225381.1,NP_596628.1,NP_596628.1,NP_596628.1,NP_596628.1
XP_018227377.1,NP_588106.2,NP_588106.2,NP_588106.2,NP_588106.2
XP_018224930.1,NP_594543.1,NP_594543.1,NP_594543.1,NP_594543.1
XP_018225242.1,NP_588095.1,NP_588095.1,NP_588095.1,NP_588095.1
XP_018225625.1,NP_594951.2,NP_594951.2,NP_594951.2,NP_594951.2
XP_018225632.1,NP_593971.1,NP_593971.1,NP_593971.1,NP_593971.1
XP_018225064.1,NP_593915.1,NP_593915.1,NP_593915.1,NP_593915.1
XP_018226445.1,NP_594202.2,NP_594202.2,NP_594202.2,NP_594202.2
XP_018224506.1,NP_596733.1,NP_596733.1,NP_596733.1,NP_596733.1
XP_018226636.1,NP_596123.1,NP_596123.1,NP_596123.1,NP_596123.1
XP_018225600.1,NP_595279.1,NP_595279.1,NP_595279.1,NP_595279.1
XP_018226945.1,NP_593101.2,NP_593101.2,NP_593101.2,NP_593101.2
XP_018226871.1,NP_596340.1,NP_596340.1,NP_596340.1,NP_596340.1
XP_018227690.1,NP_594619.1,NP_594619.1,NP_594619.1,NP_594619.1
XP_018224647.1,NP_593520.1,NP_593520.1,NP_593520.1,NP_593520.1
XP_018224476.1,NP_593535.1,NP_593535.1,NP_593535.1,NP_593535.1
XP_018224907.1,NP_593092.1,NP_593092.1,NP_593092.1,NP_593092.1
XP_018227542.1,NP_588050.1,NP_588050.1,NP_588050.1,NP_588050.1
XP_018226463.1,NP_593899.1,NP_593899.1,NP_593899.1,NP_593899.1
XP_018226621.1,NP_594538.2,NP_594538.2,NP_594538.2,NP_594538.2
XP_018227636.1,NP_592998.1,NP_592998.1,NP_592998.1,NP_592998.1
XP_018224790.1,NP_593213.1,NP_593213.1,NP_593213.1,NP_593213.1
XP_018225527.1,NP_593260.1,NP_593260.1,NP_593260.1,NP_593260.1
XP_018225444.1,NP_594414.1,NP_594414.1,NP_594414.1,NP_594414.1
XP_018224455.1,NP_594486.1,NP_594486.1,NP_594486.1,NP_594486.1
XP_018224677.1,NP_001342843.1,NP_001342843.1,NP_001342843.1,NP_001342843.1
XP_018227315.1,NP_593331.2,NP_593331.2,NP_593331.2,NP_593331.2
XP_018227284.1,NP_594930.1,NP_594930.1,NP_594930.1,NP_594930.1
XP_018227758.1,NP_587958.1,NP_587958.1,NP_587958.1,NP_587958.1
XP_018224382.1,NP_595381.3,NP_595381.3,NP_595381.3,NP_595381.3
XP_018226263.1,NP_596021.1,NP_596021.1,NP_596021.1,NP_596021.1
XP_018227526.1,NP_595900.1,NP_595900.1,NP_595900.1,NP_595900.1
XP_018225782.1,NP_596180.1,NP_596180.1,NP_596180.1,NP_596180.1
XP_018224397.1,NP_592928.1,NP_592928.1,NP_592928.1,NP_592928.1
XP_018227034.1,NP_588342.1,NP_588342.1,NP_588342.1,NP_588342.1
XP_018227508.1,NP_593787.1,NP_593787.1,NP_593787.1,NP_593787.1
XP_018226060.1,NP_594781.1,NP_594781.1,NP_594781.1,NP_594781.1
XP_018225815.1,NP_593690.1,NP_593690.1,NP_593690.1,NP_593690.1
XP_018226753.1,NP_593565.1,NP_593565.1,NP_593565.1,NP_593565.1
XP_018224920.1,NP_595819.2,NP_595819.2,NP_595819.2,NP_595819.2
XP_018225542.1,NP_596329.1,NP_596329.1,NP_596329.1,NP_596329.1
XP_018227721.1,NP_588344.1,NP_588344.1,NP_588344.1,NP_588344.1
XP_018227344.1,NP_595398.1,NP_595398.1,NP_595398.1,NP_595398.1
XP_018224953.1,NP_588351.1,NP_588351.1,NP_588351.1,NP_588351.1
XP_018225986.1,NP_593253.1,NP_593253.1,NP_593253.1,NP_593253.1
XP_018224768.1,NP_587991.1,NP_587991.1,NP_587991.1,NP_587991.1
XP_018227222.1,NP_594524.1,NP_594524.1,NP_594524.1,NP_594524.1
XP_018224568.1,NP_595102.2,NP_595102.2,NP_595102.2,NP_595102.2
XP_018227495.1,NP_595756.1,NP_595756.1,NP_595756.1,NP_595756.1
XP_018224670.1,NP_594649.2,NP_594649.2,NP_594649.2,NP_594649.2
XP_018224247.1,NP_001018270.2,NP_001018270.2,NP_001018270.2,NP_001018270.2
XP_018224979.1,NP_592928.1,NP_592928.1,NP_592928.1,NP_592928.1
XP_018225992.1,NP_594459.2,NP_594459.2,NP_594459.2,NP_594459.2
XP_018225947.1,NP_593260.1,NP_593260.1,NP_593260.1,NP_593260.1
XP_018227529.1,NP_594152.2,NP_594152.2,NP_594152.2,NP_594152.2
XP_018227032.1,NP_594452.1,NP_594452.1,NP_594452.1,NP_594452.1
XP_018226294.1,NP_001018264.1,NP_001018264.1,NP_001018264.1,NP_001018264.1
XP_018225352.1,NP_596393.2,NP_596393.2,NP_596393.2,NP_596393.2
XP_018225671.1,NP_001417924.1,NP_001417924.1,NP_001417924.1,NP_001417924.1
XP_018227443.1,NP_593737.2,NP_593737.2,NP_593737.2,NP_593737.2
XP_018226746.1,NP_588211.1,NP_588211.1,NP_588211.1,NP_588211.1
XP_018225888.1,NP_588188.1,NP_588188.1,NP_588188.1,NP_588188.1
XP_018226743.1,NP_594524.1,NP_594524.1,NP_594524.1,NP_594524.1
XP_018225547.1,NP_587906.1,NP_587906.1,NP_587906.1,NP_587906.1
XP_018227052.1,NP_588145.2,NP_588145.2,NP_588145.2,NP_588145.2
XP_018226866.1,NP_596123.1,NP_596123.1,NP_596123.1,NP_596123.1
XP_018227391.1,NP_593038.2,NP_593038.2,NP_593038.2,NP_593038.2
XP_018226616.1,NP_593554.2,NP_593554.2,NP_593554.2,NP_593554.2
XP_018227221.1,NP_594527.1,NP_594527.1,NP_594527.1,NP_594527.1
XP_018226214.1,NP_588419.1,NP_588419.1,NP_588419.1,NP_588419.1
XP_018224170.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018224340.1,NP_594152.2,NP_594152.2,NP_594152.2,NP_594152.2
XP_018225457.1,NP_594620.1,NP_594620.1,NP_594620.1,NP_594620.1
XP_018226629.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018225641.1,NP_588502.1,NP_588502.1,NP_588502.1,NP_588502.1
XP_018227466.1,NP_593580.1,NP_593580.1,NP_593580.1,NP_593580.1
XP_018225548.1,NP_596323.1,NP_596323.1,NP_596323.1,NP_596323.1
XP_018227769.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018224138.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224158.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018227350.1,NP_595402.1,NP_595402.1,NP_595402.1,NP_595402.1
XP_018227476.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018227755.1,NP_596095.1,NP_596095.1,NP_596095.1,NP_596095.1
XP_018226353.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224160.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224148.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018226637.1,NP_596124.1,NP_596124.1,NP_596124.1,NP_596124.1
XP_018224130.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018224166.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018225019.1,NP_593720.1,NP_593720.1,NP_593720.1,NP_593720.1
XP_018224149.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018225088.1,NP_001342911.1,NP_001342911.1,NP_001342911.1,NP_001342911.1
XP_018225488.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018226627.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224125.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224151.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018224162.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224171.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224380.1,NP_593053.2,NP_593053.2,NP_593053.2,NP_593053.2
XP_018224554.1,NP_594389.1,NP_594389.1,NP_594389.1,NP_594389.1
XP_018227472.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224137.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224139.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224143.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018224176.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018224134.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224174.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224144.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224147.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224843.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018226898.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018224152.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018225690.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018224150.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018224156.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018225636.1,NP_594756.1,NP_594756.1,NP_594756.1,NP_594756.1
XP_018225900.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018226227.1,NP_594568.1,NP_594568.1,NP_594568.1,NP_594568.1
XP_018226347.1,NP_588025.2,NP_588025.2,NP_588025.2,NP_588025.2
XP_018224172.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018227169.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224154.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224163.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224164.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018225307.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018226630.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018227172.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018227559.1,NP_001417961.1,NP_001417961.1,NP_001417961.1,NP_001417961.1
XP_018224142.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018224155.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224168.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224614.1,NP_593966.1,NP_593966.1,NP_593966.1,NP_593966.1
XP_018227255.1,NP_594907.2,NP_594907.2,NP_594907.2,NP_594907.2
XP_018224175.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018227473.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224129.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018224157.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224159.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018224177.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018225306.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018224140.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224864.1,NP_595569.1,NP_595569.1,NP_595569.1,NP_595569.1
XP_018226897.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018224161.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224173.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018224145.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018225144.1,NP_596729.1,NP_596729.1,NP_596729.1,NP_596729.1
XP_018227170.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018227474.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018224167.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018224169.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018226364.1,NP_595686.2,NP_595686.2,NP_595686.2,NP_595686.2
XP_018224127.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224128.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224616.1,NP_593966.1,NP_593966.1,NP_593966.1,NP_593966.1
XP_018225860.1,NP_594861.1,NP_594861.1,NP_594861.1,NP_594861.1
XP_018224141.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018226899.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018227171.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018227385.1,NP_595358.1,NP_595358.1,NP_595358.1,NP_595358.1
XP_018224794.1,NP_594069.2,NP_594069.2,NP_594069.2,NP_594069.2
XP_018225093.1,NP_001342839.1,NP_001342839.1,NP_001342839.1,NP_001342839.1
XP_018225647.1,NP_593609.1,NP_593609.1,NP_593609.1,NP_593609.1
XP_018227314.1,NP_593326.1,NP_593326.1,NP_593326.1,NP_593326.1
XP_018224153.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018225113.1,NP_588235.1,NP_588235.1,NP_588235.1,NP_588235.1
XP_018226384.1,NP_594115.1,NP_594115.1,NP_594115.1,NP_594115.1
XP_018224146.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018224165.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018226248.1,NP_588432.1,NP_588432.1,NP_588432.1,NP_588432.1
XP_018225732.1,NP_593099.1,NP_593099.1,NP_593099.1,NP_593099.1
XP_018226890.1,NP_595246.1,NP_595246.1,NP_595246.1,NP_595246.1
XP_018226546.1,NP_596081.1,NP_596081.1,NP_596081.1,NP_596081.1
XP_018227318.1,NP_595435.1,NP_595435.1,NP_595435.1,NP_595435.1
XP_018227525.1,NP_595897.1,NP_595897.1,NP_595897.1,NP_595897.1
XP_018225491.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018227634.1,NP_593218.1,NP_593218.1,NP_593218.1,NP_593218.1
XP_018225875.1,NP_593607.1,NP_593607.1,NP_593607.1,NP_593607.1
XP_018227028.1,NP_593441.1,NP_593441.1,NP_593441.1,NP_593441.1
XP_018226559.1,NP_593080.1,NP_593080.1,NP_593080.1,NP_593080.1
XP_018226243.1,NP_001342752.1,NP_001342752.1,NP_001342752.1,NP_001342752.1
XP_018227236.1,NP_595842.1,NP_595842.1,NP_595842.1,NP_595842.1
XP_018224133.1,NP_595040.1,NP_595040.1,NP_595040.1,NP_595040.1
XP_018227514.1,NP_587812.1,NP_587812.1,NP_587812.1,NP_587812.1
XP_018227643.1,NP_593035.1,NP_593035.1,NP_593035.1,NP_593035.1
XP_018227629.1,NP_596369.1,NP_596369.1,NP_596369.1,NP_596369.1
XP_018227038.1,NP_588149.1,NP_588149.1,NP_588149.1,NP_588149.1
XP_018224983.1,NP_592926.1,NP_592926.1,NP_592926.1,NP_592926.1
XP_018226895.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018225134.1,NP_594524.1,NP_594524.1,NP_594524.1,NP_594524.1
XP_018225328.1,NP_001342851.1,NP_001342851.1,NP_001342851.1,NP_001342851.1
XP_018227757.1,NP_595473.1,NP_595473.1,NP_595473.1,NP_595473.1
XP_018226623.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018224335.1,NP_593405.2,NP_593405.2,NP_593405.2,NP_593405.2
XP_018227432.1,NP_596164.1,NP_596164.1,NP_596164.1,NP_596164.1
XP_018225723.1,NP_594882.1,NP_594882.1,NP_594882.1,NP_594882.1
XP_018224915.1,NP_595813.2,NP_595813.2,NP_595813.2,NP_595813.2
XP_018225348.1,NP_001342779.1,NP_001342779.1,NP_001342779.1,NP_001342779.1
XP_018225465.1,NP_001342793.1,NP_001342793.1,NP_001342793.1,NP_001342793.1
XP_018224645.1,NP_596159.1,NP_596159.1,NP_596159.1,NP_596159.1
XP_018225287.1,NP_593544.1,NP_593544.1,NP_593544.1,NP_593544.1
XP_018224492.1,NP_588185.1,NP_588185.1,NP_588185.1,NP_588185.1
XP_018226552.1,NP_593081.2,NP_593081.2,NP_593081.2,NP_593081.2
XP_018226928.1,NP_596431.1,NP_596431.1,NP_596431.1,NP_596431.1
XP_018225243.1,NP_588103.1,NP_588103.1,NP_588103.1,NP_588103.1
XP_018226056.1,NP_596243.1,NP_596243.1,NP_596243.1,NP_596243.1
XP_018226642.1,NP_001343016.1,NP_001343016.1,NP_001343016.1,NP_001343016.1
XP_018227296.1,NP_593325.1,NP_593325.1,NP_593325.1,NP_593325.1
XP_018225484.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018226970.1,NP_596721.1,NP_596721.1,NP_596721.1,NP_596721.1
XP_018227226.1,NP_593384.1,NP_593384.1,NP_593384.1,NP_593384.1
XP_018224754.1,NP_593149.1,NP_593149.1,NP_593149.1,NP_593149.1
XP_018225278.1,NP_593571.1,NP_593571.1,NP_588046.1,NP_593571.1
XP_018224131.1,NP_593571.1,NP_593571.1,NP_595040.1,NP_593571.1
XP_018225334.1,NP_593006.1,NP_593006.1,NP_593006.1,NP_593006.1
XP_018225722.1,NP_592832.2,NP_592832.2,NP_592832.2,NP_592832.2
XP_018226189.1,NP_593064.1,NP_593064.1,NP_593064.1,NP_593064.1
XP_018226912.1,NP_595299.2,NP_595299.2,NP_595299.2,NP_595299.2
XP_018227579.1,NP_594373.1,NP_594373.1,NP_594373.1,NP_594373.1
XP_018224703.1,NP_596526.1,NP_596526.1,NP_596526.1,NP_596526.1
XP_018226341.1,NP_587766.1,NP_587766.1,NP_587766.1,NP_587766.1
XP_018224836.1,NP_593191.1,NP_593191.1,NP_593191.1,NP_593191.1
XP_018226893.1,NP_596375.2,NP_596375.2,NP_596375.2,NP_596375.2
