,bfs,bts,graph,faiss
XP_018230199.1,CCG83995.1,CCG83995.1,CCG83995.1,CCG83995.1
XP_018228833.1,CCG81738.1,CCG81738.1,CCG81738.1,CCG81738.1
XP_018230780.1,CCG81844.1,CCG81844.1,CCG81844.1,CCG81844.1
XP_018228429.1,CCG82086.1,CCG82086.1,CCG82086.1,CCG82086.1
XP_018228912.1,CCG83319.1,CCG83319.1,CCG83319.1,CCG83319.1
XP_018229930.1,CCG80985.1,CCG80985.1,CCG80985.1,CCG80985.1
XP_018228832.1,CCG83465.1,CCG83465.1,CCG83465.1,CCG83465.1
XP_018229154.1,CCG80699.1,CCG80699.1,CCG80699.1,CCG80699.1
XP_018231500.1,CCG83717.1,CCG83717.1,CCG83717.1,CCG83717.1
XP_018230850.1,CCG82037.1,CCG82037.1,CCG82037.1,CCG82037.1
XP_018230312.1,ABM26987.1,ABM26987.1,ABM26987.1,ABM26987.1
XP_018231196.1,CCG83571.1,CCG83571.1,CCG83571.1,CCG83571.1
XP_018231007.1,CCG81175.1,CCG81175.1,CCG81175.1,CCG81175.1
XP_018229783.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_018229808.1,CCG82029.1,CCG82029.1,CCG82029.1,CCG82029.1
XP_018229704.1,CCG82814.2,CCG82814.2,CCG82814.2,CCG82814.2
XP_018230411.1,CCG82051.1,CCG82051.1,CCG82051.1,CCG82051.1
XP_018228187.1,CCG82813.1,CCG82813.1,CCG82813.1,CCG82813.1
XP_018229441.1,CCG80969.1,CCG80969.1,CCG80969.1,CCG80969.1
XP_018228031.1,CCG82131.1,CCG82131.1,CCG82131.1,CCG82131.1
XP_018230205.1,CCG83927.1,CCG83927.1,CCG83927.1,CCG83927.1
XP_018228546.1,CCG84085.1,CCG84085.1,CCG84085.1,CCG84085.1
XP_018228757.1,CCG81978.1,CCG81978.1,CCG81978.1,CCG81978.1
XP_018231106.1,CCG83768.1,CCG83768.1,CCG83768.1,CCG83768.1
XP_018230481.1,CCG80985.1,CCG80985.1,CCG80985.1,CCG80985.1
XP_018228051.1,CCG84023.1,CCG84023.1,CCG84023.1,CCG84023.1
XP_018230067.1,CCG82124.1,CCG82124.1,CCG82124.1,CCG82124.1
XP_018228033.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_018228671.1,CCG80780.1,CCG80780.1,CCG80780.1,CCG80780.1
XP_018231075.1,CCG84149.1,CCG84149.1,CCG84149.1,CCG84149.1
XP_018227987.1,CCG81978.1,CCG81978.1,CCG81978.1,CCG81978.1
XP_018229730.1,CCG82719.1,CCG82719.1,CCG82719.1,CCG82719.1
XP_018231249.1,CCG80987.1,CCG80987.1,CCG80987.1,CCG80987.1
XP_018230380.1,CCG84382.1,CCG84382.1,CCG84382.1,CCG84382.1
XP_018228215.1,CCG82954.1,CCG82954.1,CCG82954.1,CCG82954.1
XP_018230201.1,CCG84525.1,CCG84525.1,CCG84525.1,CCG84525.1
XP_018228464.1,CCG81606.1,CCG81606.1,CCG81606.1,CCG81606.1
XP_018230737.1,CCG80823.1,CCG80823.1,CCG80823.1,CCG80823.1
XP_018231231.1,CCG80985.1,CCG80985.1,CCG80985.1,CCG80985.1
XP_018231509.1,CCG80614.1,CCG80614.1,CCG80614.1,CCG80614.1
XP_018229188.1,CCG83306.1,CCG83306.1,CCG83306.1,CCG83306.1
XP_018229883.1,CCG84346.1,CCG84346.1,CCG84346.1,CCG84346.1
XP_018230448.1,CCG81723.1,CCG81723.1,CCG81723.1,CCG81723.1
XP_018228170.1,CCG81697.1,CCG81697.1,CCG81697.1,CCG81697.1
XP_018230990.1,CCG80699.1,CCG80699.1,CCG80699.1,CCG80699.1
XP_018229316.1,CCG82002.1,CCG82002.1,CCG82002.1,CCG82002.1
XP_018228542.1,CCG81248.1,CCG81248.1,CCG81248.1,CCG81248.1
XP_018230988.1,CCG81213.1,CCG81213.1,CCG81213.1,CCG81213.1
XP_018228855.1,CCG84373.1,CCG84373.1,CCG84373.1,CCG84373.1
XP_018229288.1,CCG83252.1,CCG83252.1,CCG83252.1,CCG83252.1
XP_018230242.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_018230888.1,CCG82698.1,CCG82698.1,CCG82698.1,CCG82698.1
XP_018228241.1,CCG81616.1,CCG81616.1,CCG81616.1,CCG81616.1
XP_018229060.1,CCG83690.1,CCG83690.1,CCG83690.1,CCG83690.1
XP_018230217.1,CCG81793.1,CCG81793.1,CCG81793.1,CCG81793.1
XP_018230333.1,CCG80674.1,CCG80674.1,CCG80674.1,CCG80674.1
XP_018229561.1,CCG83171.1,CCG83171.1,CCG83171.1,CCG83171.1
XP_018229636.1,CCG81568.1,CCG81568.1,CCG81568.1,CCG81568.1
XP_018230180.1,CCG82393.1,CCG82393.1,CCG82393.1,CCG82393.1
XP_018229055.1,CCG83752.1,CCG83752.1,CCG83752.1,CCG83752.1
XP_018228955.1,CCG80786.1,CCG80786.1,CCG80786.1,CCG80786.1
XP_018231051.1,CCG81896.1,CCG81896.1,CCG81896.1,CCG81896.1
XP_018230549.1,CCG83306.1,CCG83306.1,CCG83306.1,CCG83306.1
XP_018228953.1,CCG84337.1,CCG84337.1,CCG84337.1,CCG84337.1
XP_018229653.1,CCG81606.1,CCG81606.1,CCG81606.1,CCG81606.1
XP_018228342.1,CCG83250.1,CCG83250.1,CCG83250.1,CCG83250.1
XP_018230503.1,CCG83053.1,CCG83053.1,CCG83053.1,CCG83053.1
XP_018228062.1,CCG80707.1,CCG80707.1,CCG80707.1,CCG80707.1
XP_018228080.1,CCG82948.1,CCG82948.1,CCG82948.1,CCG82948.1
XP_018230641.1,CCG82346.1,CCG82346.1,CCG82346.1,CCG82346.1
XP_018228111.1,CCG84099.1,CCG84099.1,CCG84099.1,CCG84099.1
XP_018231342.1,CCG82598.1,CCG82598.1,CCG82598.1,CCG82598.1
XP_018228262.1,CCG81023.1,CCG81023.1,CCG81023.1,CCG81023.1
XP_018230368.1,CCG82482.1,CCG82482.1,CCG82482.1,CCG82482.1
XP_018230295.1,CCG82954.1,CCG82954.1,CCG82954.1,CCG82954.1
XP_018229472.1,CCG82509.1,CCG82509.1,CCG82509.1,CCG82509.1
XP_018230701.1,CCG82814.2,CCG82814.2,CCG82814.2,CCG82814.2
XP_018230339.1,CCG81606.1,CCG81606.1,CCG81606.1,CCG81606.1
XP_018229988.1,CCG84041.1,CCG84041.1,CCG84041.1,CCG84041.1
XP_018228615.1,CCG83104.2,CCG83104.2,CCG83104.2,CCG83104.2
XP_018228115.1,CCG83581.1,CCG83581.1,CCG83581.1,CCG83581.1
XP_018228695.1,CCG82142.1,CCG82142.1,CCG82142.1,CCG82142.1
XP_018229736.1,CCG82289.1,CCG82289.1,CCG82289.1,CCG82289.1
XP_018229986.1,CCG81023.1,CCG81023.1,CCG81023.1,CCG81023.1
XP_018228134.1,CCG81062.1,CCG81062.1,CCG81062.1,CCG81062.1
XP_018230246.1,CCG81606.1,CCG81606.1,CCG81606.1,CCG81606.1
XP_018229676.1,CCG81419.1,CCG81419.1,CCG81419.1,CCG81419.1
XP_018228859.1,CCG83901.1,CCG83901.1,CCG83901.1,CCG83901.1
XP_018229042.1,CCG84306.1,CCG84306.1,CCG84306.1,CCG84306.1
XP_018227988.1,CCG83815.1,CCG83815.1,CCG83815.1,CCG83815.1
XP_018228620.1,CCG83614.1,CCG83614.1,CCG83614.1,CCG83614.1
XP_018229662.1,CCG84890.1,CCG84890.1,CCG84890.1,CCG84890.1
XP_018230056.1,CCG82948.1,CCG82948.1,CCG82948.1,CCG82948.1
XP_018231302.1,CCG84590.1,CCG84590.1,CCG84590.1,CCG84590.1
XP_018230521.1,CCG82942.1,CCG82942.1,CCG82942.1,CCG82942.1
XP_018231121.1,CCG80857.1,CCG80857.1,CCG80857.1,CCG80857.1
XP_018229162.1,CCG84867.1,CCG84867.1,CCG84867.1,CCG84867.1
XP_018230681.1,CCG83012.1,CCG83012.1,CCG83012.1,CCG83012.1
XP_018230190.1,CCG81462.1,CCG81462.1,CCG81462.1,CCG81462.1
XP_018229839.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_018230779.1,CCG81606.1,CCG81606.1,CCG81606.1,CCG81606.1
XP_018231382.1,CCG83509.1,CCG83509.1,CCG83509.1,CCG83509.1
XP_018229186.1,CCG83768.1,CCG83768.1,CCG83768.1,CCG83768.1
XP_018228048.1,CCG82822.1,CCG82822.1,CCG82822.1,CCG82822.1
XP_018228139.1,CCG81462.1,CCG81462.1,CCG81462.1,CCG81462.1
XP_018229035.1,CCG84904.1,CCG84904.1,CCG84904.1,CCG84904.1
XP_018230569.1,CCG81023.1,CCG81023.1,CCG81023.1,CCG81023.1
XP_018230807.1,CCG83683.1,CCG83683.1,CCG83683.1,CCG83683.1
XP_018231518.1,CCG81527.1,CCG81527.1,CCG81527.1,CCG81527.1
XP_018228075.1,CCG84689.1,CCG84689.1,CCG84689.1,CCG84689.1
XP_018227921.1,CCG81011.1,CCG81011.1,CCG81011.1,CCG81011.1
XP_018228641.1,CCG84017.1,CCG84017.1,CCG84017.1,CCG84017.1
XP_018228659.1,CCG81825.1,CCG81825.1,CCG81825.1,CCG81825.1
XP_018229126.1,CCG81462.1,CCG81462.1,CCG81462.1,CCG81462.1
XP_018229919.1,CCG82948.1,CCG82948.1,CCG82948.1,CCG82948.1
XP_018230416.1,CCG81469.1,CCG81469.1,CCG81469.1,CCG81469.1
XP_018231187.1,CCG81235.1,CCG81235.1,CCG81235.1,CCG81235.1
XP_018228601.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_018228227.1,CCG82954.1,CCG82954.1,CCG82954.1,CCG82954.1
XP_018228557.1,CCG84080.1,CCG84080.1,CCG84080.1,CCG84080.1
XP_018229394.1,CCG82459.1,CCG82459.1,CCG82459.1,CCG82459.1
XP_018230485.1,CCG81255.1,CCG81255.1,CCG81255.1,CCG81255.1
XP_018228540.1,CCG83012.1,CCG83012.1,CCG83012.1,CCG83012.1
XP_018229953.1,CCG83957.1,CCG83957.1,CCG83957.1,CCG83957.1
XP_018231151.1,CCG80651.1,CCG80651.1,CCG80651.1,CCG80651.1
XP_018231082.1,CCG84880.1,CCG84880.1,CCG84880.1,CCG84880.1
XP_018230493.1,CCG84382.1,CCG84382.1,CCG84382.1,CCG84382.1
XP_018229568.1,CCG83489.1,CCG83489.1,CCG83489.1,CCG83489.1
XP_018230487.1,CCG83410.1,CCG83410.1,CCG83410.1,CCG83410.1
XP_018229598.1,CCG83227.1,CCG83227.1,CCG83227.1,CCG83227.1
XP_018229687.1,CCG84483.1,CCG84483.1,CCG84483.1,CCG84483.1
XP_018229054.1,CCG84764.1,CCG84764.1,CCG84764.1,CCG84764.1
XP_018230041.1,CCG81842.1,CCG81842.1,CCG81842.1,CCG81842.1
XP_018228495.1,CCG84294.1,CCG84294.1,CCG84294.1,CCG84294.1
XP_018231193.1,CCG81255.1,CCG81255.1,CCG81255.1,CCG81255.1
XP_018229372.1,CCG83833.1,CCG83833.1,CCG83833.1,CCG83833.1
XP_018229951.1,CCG84838.1,CCG84838.1,CCG84838.1,CCG84838.1
XP_018230867.1,CCG83369.1,CCG83369.1,CCG83369.1,CCG83369.1
XP_018229387.1,CCG83127.1,CCG83127.1,CCG83127.1,CCG83127.1
XP_018230989.1,CCG82037.1,CCG82037.1,CCG82037.1,CCG82037.1
XP_018228295.1,CCG81440.1,CCG81440.1,CCG81440.1,CCG81440.1
XP_018230938.1,CCG81551.1,CCG81551.1,CCG81551.1,CCG81551.1
XP_018230717.1,CCG82509.1,CCG82509.1,CCG82509.1,CCG82509.1
XP_018227927.1,CCG84884.1,CCG84884.1,CCG84884.1,CCG84884.1
XP_018231101.1,CCG85163.1,CCG85163.1,CCG85163.1,CCG85163.1
XP_018230801.1,CCG82948.1,CCG82948.1,CCG82948.1,CCG82948.1
XP_018230036.1,CCG82948.1,CCG82948.1,CCG82948.1,CCG82948.1
XP_018231089.1,CCG81850.1,CCG81850.1,CCG81850.1,CCG81850.1
XP_018231377.1,CCG84890.1,CCG84890.1,CCG84890.1,CCG84890.1
XP_018231204.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018231346.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_018229229.1,CCG81742.1,CCG81742.1,CCG81742.1,CCG81742.1
XP_018228417.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228587.1,CCG83005.1,CCG83005.1,CCG83005.1,CCG83005.1
XP_018230716.1,CCG80844.1,CCG80844.1,CCG80844.1,CCG80844.1
XP_018227864.1,CCG82407.1,CCG82407.1,CCG82407.1,CCG82407.1
XP_018230142.1,CCG82527.1,CCG82527.1,CCG82527.1,CCG82527.1
XP_018229153.1,CCG82033.1,CCG82033.1,CCG82033.1,CCG82033.1
XP_018230403.1,CCG81027.1,CCG81027.1,CCG81027.1,CCG81027.1
XP_018229147.1,CCG80667.1,CCG80667.1,CCG80667.1,CCG80667.1
XP_018228496.1,CCG81687.1,CCG81687.1,CCG81687.1,CCG81687.1
XP_018230035.1,CCG82519.1,CCG82519.1,CCG82519.1,CCG82519.1
XP_018228275.1,CCG81616.1,CCG81616.1,CCG81616.1,CCG81616.1
XP_018229700.1,CCG84481.1,CCG84481.1,CCG84481.1,CCG84481.1
XP_018229511.1,CCG83009.1,CCG83009.1,CCG83009.1,CCG83009.1
XP_018231526.1,CCG81502.1,CCG81502.1,CCG81502.1,CCG81502.1
XP_018229661.1,CCG82067.1,CCG82067.1,CCG82067.1,CCG82067.1
XP_018229957.1,CCG81487.1,CCG81487.1,CCG81487.1,CCG81487.1
XP_018227913.1,CCG82467.1,CCG82467.1,CCG82467.1,CCG82467.1
XP_018228538.1,CCG81195.1,CCG81195.1,CCG81195.1,CCG81195.1
XP_018230732.1,CCG82705.1,CCG82705.1,CCG82705.1,CCG82705.1
XP_018227998.1,CCG84347.1,CCG84347.1,CCG84347.1,CCG84347.1
XP_018230658.1,CCG80667.1,CCG80667.1,CCG80667.1,CCG80667.1
XP_018230751.1,CCG84322.1,CCG84322.1,CCG84322.1,CCG84322.1
XP_018231516.1,CCG81520.1,CCG81520.1,CCG81520.1,CCG81520.1
XP_018229291.1,CCG82263.1,CCG82263.1,CCG82263.1,CCG82263.1
XP_018230913.1,CCG82467.1,CCG82467.1,CCG82467.1,CCG82467.1
XP_018228761.1,CCG81108.1,CCG81108.1,CCG81108.1,CCG81108.1
XP_018231442.1,CCG82732.1,CCG82732.1,CCG82732.1,CCG82732.1
XP_018227850.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228916.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228923.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229157.1,CCG82142.1,CCG82142.1,CCG82142.1,CCG82142.1
XP_018228032.1,CCG82142.1,CCG82142.1,CCG82142.1,CCG82142.1
XP_018230600.1,CCG82267.1,CCG82267.1,CCG82267.1,CCG82267.1
XP_018228270.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229813.1,CCG81364.1,CCG81364.1,CCG81364.1,CCG81364.1
XP_018228017.1,CCG83314.1,CCG83314.1,CCG83314.1,CCG83314.1
XP_018230528.1,CCG81978.1,CCG81978.1,CCG81978.1,CCG81978.1
XP_018228581.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229306.1,CCG80996.1,CCG80996.1,CCG80996.1,CCG80996.1
XP_018228015.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018230382.1,CCG82907.1,CCG82907.1,CCG82907.1,CCG82907.1
XP_018228510.1,CCG82291.1,CCG82291.1,CCG82291.1,CCG82291.1
XP_018228738.1,CCG84041.1,CCG84041.1,CCG84041.1,CCG84041.1
XP_018230386.1,CCG81161.1,CCG81161.1,CCG81161.1,CCG81161.1
XP_018230486.1,CCG83833.1,CCG83833.1,CCG83833.1,CCG83833.1
XP_018227839.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227878.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228812.1,CCG82584.1,CCG82584.1,CCG82584.1,CCG82584.1
XP_018229141.1,CCG82024.1,CCG82024.1,CCG82024.1,CCG82024.1
XP_018229235.1,CCG81997.1,CCG81997.1,CCG81997.1,CCG81997.1
XP_018229376.1,CCG84382.1,CCG84382.1,CCG84382.1,CCG84382.1
XP_018230633.1,CCG82362.1,CCG82362.1,CCG82362.1,CCG82362.1
XP_018229519.1,CCG81954.1,CCG81954.1,CCG81954.1,CCG81954.1
XP_018227851.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018230919.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228228.1,CCG84352.1,CCG84352.1,CCG84352.1,CCG84352.1
XP_018227861.1,CCG84786.1,CCG84786.1,CCG84786.1,CCG84786.1
XP_018228577.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229768.1,CCX35447.1,CCX35447.1,CCX35447.1,CCX35447.1
XP_018230654.1,CCG81891.1,CCG81891.1,CCG81891.1,CCG81891.1
XP_018227815.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229864.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018231115.1,CCG80850.1,CCG80850.1,CCG80850.1,CCG80850.1
XP_018230097.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227841.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228223.1,CCG81929.1,CCG81929.1,CCG81929.1,CCG81929.1
XP_018231104.1,CCG85184.1,CCG85184.1,CCG85184.1,CCG85184.1
XP_018227984.1,CCG84524.1,CCG84524.1,CCG84524.1,CCG84524.1
XP_018229271.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018230094.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018230534.1,CCG83171.1,CCG83171.1,CCG83171.1,CCG83171.1
XP_018227811.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228246.1,CCG81019.1,CCG81019.1,CCG81019.1,CCG81019.1
XP_018227817.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227813.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228753.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228755.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227828.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018230100.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018231511.1,CCG80710.1,CCG80710.1,CCG80710.1,CCG80710.1
XP_018227804.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228754.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229125.1,CCG84523.1,CCG84523.1,CCG84523.1,CCG84523.1
XP_018229868.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018230828.1,CCG82087.1,CCG82087.1,CCG82087.1,CCG82087.1
XP_018227845.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228717.1,CCG80674.1,CCG80674.1,CCG80674.1,CCG80674.1
XP_018229945.1,CCG82760.1,CCG82760.1,CCG82760.1,CCG82760.1
XP_018230102.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227782.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227848.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227777.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227778.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227784.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227816.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227837.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227818.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227849.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228767.1,CCG81111.1,CCG81111.1,CCG81111.1,CCG81111.1
XP_018229231.1,CCG83091.1,CCG83091.1,CCG83091.1,CCG83091.1
XP_018228578.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228921.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018231147.1,CCG83103.1,CCG83103.1,CCG83103.1,CCG83103.1
XP_018229021.1,CCG82388.1,CCG82388.1,CCG82388.1,CCG82388.1
XP_018229761.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229869.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227819.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227807.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227822.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229656.1,CCG81046.1,CCG81046.1,CCG81046.1,CCG81046.1
XP_018227820.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227881.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229691.1,CCG84652.1,CCG84652.1,CCG84652.1,CCG84652.1
XP_018230098.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018230923.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227796.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228470.1,CCG80814.1,CCG80814.1,CCG80814.1,CCG80814.1
XP_018231420.1,CCG83171.1,CCG83171.1,CCG83171.1,CCG83171.1
XP_018227812.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227827.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228154.1,CCG81703.1,CCG81703.1,CCG81703.1,CCG81703.1
XP_018230099.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018230928.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227808.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227831.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227863.1,CCG83103.1,CCG83103.1,CCG83103.1,CCG83103.1
XP_018228308.1,CCG84389.1,CCG84389.1,CCG84389.1,CCG84389.1
XP_018228579.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229477.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018230721.1,CCG81606.1,CCG81606.1,CCG81606.1,CCG81606.1
XP_018227809.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227838.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227844.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018230920.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227991.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_018228105.1,CCG80985.1,CCG80985.1,CCG80985.1,CCG80985.1
XP_018230611.1,CCG80984.1,CCG80984.1,CCG80984.1,CCG80984.1
XP_018227832.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018230191.1,CCG83515.1,CCG83515.1,CCG83515.1,CCG83515.1
XP_018227786.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229476.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227797.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018230208.1,CCG80728.1,CCG80728.1,CCG80728.1,CCG80728.1
XP_018230985.1,CCG82668.1,CCG82668.1,CCG82668.1,CCG82668.1
XP_018227774.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228920.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229766.1,CCG82810.1,CCG82810.1,CCG82810.1,CCG82810.1
XP_018227826.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227879.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229862.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227843.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228451.1,CCG83851.2,CCG83851.2,CCG83851.2,CCG83851.2
XP_018230927.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227810.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227814.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227821.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018228419.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229268.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018229421.1,CCG80577.1,CCG80577.1,CCG80577.1,CCG80577.1
XP_018230845.1,CCG82467.1,CCG82467.1,CCG82467.1,CCG82467.1
XP_018227783.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018230922.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
