,bfs,bts,graph,faiss
XP_018230850.1,NP_011833.1,NP_011833.1,NP_011833.1,NP_011833.1
XP_018230312.1,NP_010141.1,NP_010141.1,NP_010141.1,NP_010141.1
XP_018231196.1,NP_012911.3,NP_012911.3,NP_012911.3,NP_012911.3
XP_018231007.1,NP_010466.3,NP_010466.3,NP_010466.3,NP_010466.3
XP_018229783.1,NP_012107.1,NP_012107.1,NP_012107.1,NP_012107.1
XP_018229808.1,NP_012915.3,NP_012915.3,NP_012915.3,NP_012915.3
XP_018229704.1,NP_010425.1,NP_010425.1,NP_010425.1,NP_010425.1
XP_018230411.1,NP_012426.1,NP_012426.1,NP_012426.1,NP_012426.1
XP_018228187.1,NP_013956.1,NP_013956.1,NP_013956.1,NP_013956.1
XP_018229441.1,NP_012674.1,NP_012674.1,NP_012674.1,NP_012674.1
XP_018228031.1,NP_015240.1,NP_015240.1,NP_015240.1,NP_015240.1
XP_018230205.1,NP_014986.3,NP_014986.3,NP_014986.3,NP_014986.3
XP_018228546.1,NP_014102.1,NP_014102.1,NP_014102.1,NP_014102.1
XP_018228757.1,NP_012495.1,NP_012495.1,NP_012495.1,NP_012495.1
XP_018231106.1,NP_011309.1,NP_011309.1,NP_011309.1,NP_011309.1
XP_018230481.1,NP_013975.1,NP_013975.1,NP_013975.1,NP_013975.1
XP_018228051.1,NP_009655.2,NP_009655.2,NP_009655.2,NP_009655.2
XP_018230067.1,NP_011612.3,NP_011612.3,NP_011612.3,NP_011612.3
XP_018228033.1,NP_014128.2,NP_014128.2,NP_014128.2,NP_014128.2
XP_018228671.1,NP_014227.4,NP_014227.4,NP_014227.4,NP_014227.4
XP_018231075.1,NP_013901.1,NP_013901.1,NP_013901.1,NP_013901.1
XP_018227987.1,NP_013604.1,NP_013604.1,NP_013604.1,NP_013604.1
XP_018229730.1,NP_010412.1,NP_010412.1,NP_010412.1,NP_010412.1
XP_018231249.1,NP_013986.1,NP_013986.1,NP_013986.1,NP_013986.1
XP_018230380.1,NP_014971.1,NP_014971.1,NP_014971.1,NP_014971.1
XP_018228215.1,NP_009399.2,NP_009399.2,NP_009399.2,NP_009399.2
XP_018230201.1,NP_010569.3,NP_010569.3,NP_010569.3,NP_010569.3
XP_018228464.1,NP_009655.2,NP_009655.2,NP_009655.2,NP_009655.2
XP_018230737.1,NP_015510.1,NP_015510.1,NP_015510.1,NP_015510.1
XP_018231231.1,NP_012137.3,NP_012137.3,NP_012137.3,NP_012137.3
XP_018231509.1,NP_014736.1,NP_014736.1,NP_014736.1,NP_014736.1
XP_018229188.1,NP_014981.1,NP_014981.1,NP_014981.1,NP_014981.1
XP_018229883.1,NP_116620.1,NP_116620.1,NP_116620.1,NP_116620.1
XP_018230448.1,NP_014311.3,NP_014311.3,NP_014311.3,NP_014311.3
XP_018228170.1,NP_012095.1,NP_012095.1,NP_012095.1,NP_012095.1
XP_018230990.1,NP_012565.1,NP_012565.1,NP_012565.1,NP_012565.1
XP_018229316.1,NP_012956.3,NP_012956.3,NP_012956.3,NP_012956.3
XP_018228542.1,NP_012034.1,NP_012034.1,NP_012034.1,NP_012034.1
XP_018230988.1,NP_012672.1,NP_012672.1,NP_012672.1,NP_012672.1
XP_018228855.1,NP_012338.1,NP_012338.1,NP_012338.1,NP_012338.1
XP_018229288.1,NP_012569.1,NP_012569.1,NP_012569.1,NP_012569.1
XP_018230242.1,NP_009561.2,NP_009561.2,NP_009561.2,NP_009561.2
XP_018230888.1,NP_010621.1,NP_010621.1,NP_010621.1,NP_010621.1
XP_018228241.1,NP_010587.1,NP_010587.1,NP_010587.1,NP_010587.1
XP_018229060.1,NP_014759.1,NP_014759.1,NP_014759.1,NP_014759.1
XP_018230217.1,NP_014297.3,NP_014297.3,NP_014297.3,NP_014297.3
XP_018230333.1,NP_012028.1,NP_012028.1,NP_012028.1,NP_012028.1
XP_018229561.1,NP_013348.1,NP_013348.1,NP_013348.1,NP_013348.1
XP_018229636.1,NP_011091.1,NP_011091.1,NP_011091.1,NP_011091.1
XP_018230180.1,NP_013086.1,NP_013086.1,NP_013086.1,NP_013086.1
XP_018229055.1,NP_011631.1,NP_011631.1,NP_011631.1,NP_011631.1
XP_018228955.1,NP_011466.1,NP_011466.1,NP_011466.1,NP_011466.1
XP_018231051.1,NP_011575.1,NP_011575.1,NP_011575.1,NP_011575.1
XP_018230549.1,NP_011099.1,NP_011099.1,NP_011099.1,NP_011099.1
XP_018228953.1,NP_013523.3,NP_013523.3,NP_013523.3,NP_013523.3
XP_018229653.1,NP_009400.1,NP_009400.1,NP_009400.1,NP_009400.1
XP_018228342.1,NP_013079.1,NP_013079.1,NP_013079.1,NP_013079.1
XP_018230503.1,NP_014639.1,NP_014639.1,NP_014639.1,NP_014639.1
XP_018228062.1,NP_015515.1,NP_015515.1,NP_015515.1,NP_015515.1
XP_018228080.1,NP_013187.1,NP_013187.1,NP_013187.1,NP_013187.1
XP_018230641.1,NP_015082.1,NP_015082.1,NP_015082.1,NP_015082.1
XP_018228111.1,NP_013485.1,NP_013485.1,NP_013485.1,NP_013485.1
XP_018231342.1,NP_011342.1,NP_011342.1,NP_011342.1,NP_011342.1
XP_018228262.1,NP_009376.2,NP_009376.2,NP_009376.2,NP_009376.2
XP_018230368.1,NP_013412.1,NP_013412.1,NP_013412.1,NP_013412.1
XP_018230295.1,NP_011031.1,NP_011031.1,NP_011031.1,NP_011031.1
XP_018229472.1,NP_009706.3,NP_009706.3,NP_009706.3,NP_009706.3
XP_018230701.1,NP_013146.1,NP_013146.1,NP_013146.1,NP_013146.1
XP_018230339.1,NP_012056.1,NP_012056.1,NP_012056.1,NP_012056.1
XP_018229988.1,NP_012140.1,NP_012140.1,NP_012140.1,NP_012140.1
XP_018228615.1,NP_011786.1,NP_011786.1,NP_011786.1,NP_011786.1
XP_018228115.1,NP_012713.1,NP_012713.1,NP_012713.1,NP_012713.1
XP_018228695.1,NP_012216.1,NP_012216.1,NP_012216.1,NP_012216.1
XP_018229736.1,NP_012567.3,NP_012567.3,NP_012567.3,NP_012567.3
XP_018229986.1,NP_012216.1,NP_012216.1,NP_012216.1,NP_012216.1
XP_018228134.1,NP_011365.1,NP_011365.1,NP_011365.1,NP_011365.1
XP_018230246.1,NP_011018.1,NP_011018.1,NP_011018.1,NP_011018.1
XP_018229676.1,NP_012151.1,NP_012151.1,NP_012151.1,NP_012151.1
XP_018228859.1,NP_012234.3,NP_012234.3,NP_012234.3,NP_012234.3
XP_018229042.1,NP_011584.2,NP_011584.2,NP_011584.2,NP_011584.2
XP_018227988.1,NP_012575.3,NP_012575.3,NP_012575.3,NP_012575.3
XP_018228620.1,NP_009545.2,NP_009545.2,NP_009545.2,NP_009545.2
XP_018229662.1,NP_011584.2,NP_011584.2,NP_011584.2,NP_011584.2
XP_018230056.1,NP_116687.1,NP_116687.1,NP_116687.1,NP_116687.1
XP_018231302.1,NP_013488.3,NP_013488.3,NP_013488.3,NP_013488.3
XP_018230521.1,NP_012455.1,NP_012455.1,NP_012455.1,NP_012455.1
XP_018231121.1,NP_012028.1,NP_012028.1,NP_012028.1,NP_012028.1
XP_018229162.1,NP_012158.1,NP_012158.1,NP_012158.1,NP_012158.1
XP_018230681.1,NP_011031.1,NP_011031.1,NP_011031.1,NP_011031.1
XP_018230190.1,NP_013502.3,NP_013502.3,NP_013502.3,NP_013502.3
XP_018229839.1,NP_010513.1,NP_010513.1,NP_010513.1,NP_010513.1
XP_018230779.1,NP_010413.3,NP_010413.3,NP_010413.3,NP_010413.3
XP_018231382.1,NP_014528.1,NP_014528.1,NP_014528.1,NP_014528.1
XP_018229186.1,NP_010136.1,NP_010136.1,NP_010136.1,NP_010136.1
XP_018228048.1,NP_013945.1,NP_013945.1,NP_013945.1,NP_013945.1
XP_018228139.1,NP_010382.3,NP_010382.3,NP_010382.3,NP_010382.3
XP_018229035.1,NP_013793.1,NP_013793.1,NP_013793.1,NP_013793.1
XP_018230569.1,NP_011509.1,NP_011509.1,NP_011509.1,NP_011509.1
XP_018230807.1,NP_014794.3,NP_014794.3,NP_014794.3,NP_014794.3
XP_018231518.1,NP_012573.1,NP_012573.1,NP_012573.1,NP_012573.1
XP_018228075.1,NP_015151.1,NP_015151.1,NP_015151.1,NP_015151.1
XP_018227921.1,NP_014015.1,NP_014015.1,NP_014015.1,NP_014015.1
XP_018228641.1,NP_013185.1,NP_013185.1,NP_013185.1,NP_013185.1
XP_018228659.1,NP_010622.1,NP_010622.1,NP_010622.1,NP_010622.1
XP_018229126.1,NP_013847.1,NP_013847.1,NP_013847.1,NP_013847.1
XP_018229919.1,NP_116687.1,NP_116687.1,NP_116687.1,NP_116687.1
XP_018230416.1,NP_013663.1,NP_013663.1,NP_013663.1,NP_013663.1
XP_018231187.1,NP_116617.1,NP_116617.1,NP_116617.1,NP_116617.1
XP_018228601.1,NP_014770.1,NP_014770.1,NP_014770.1,NP_014770.1
XP_018228227.1,NP_009971.1,NP_009971.1,NP_009971.1,NP_009971.1
XP_018228557.1,NP_013712.1,NP_013712.1,NP_013249.1,NP_013712.1
XP_018229394.1,NP_014681.1,NP_014681.1,NP_014681.1,NP_014681.1
XP_018230485.1,NP_013012.3,NP_013012.3,NP_013012.3,NP_013012.3
XP_018228540.1,NP_012866.1,NP_012866.1,NP_012866.1,NP_012866.1
XP_018229953.1,NP_012905.1,NP_012905.1,NP_012905.1,NP_012905.1
XP_018231151.1,NP_015313.1,NP_015313.1,NP_015313.1,NP_015313.1
XP_018231082.1,NP_011584.2,NP_011584.2,NP_011584.2,NP_011584.2
XP_018230493.1,NP_012793.2,NP_012793.2,NP_012793.2,NP_012793.2
XP_018229568.1,NP_116687.1,NP_116687.1,NP_116687.1,NP_116687.1
XP_018230487.1,NP_015283.1,NP_015283.1,NP_015283.1,NP_015283.1
XP_018229598.1,NP_014850.1,NP_014850.1,NP_014850.1,NP_014850.1
XP_018229687.1,NP_015335.1,NP_015335.1,NP_015335.1,NP_015335.1
XP_018229054.1,NP_013236.1,NP_013236.1,NP_013236.1,NP_013236.1
XP_018230041.1,NP_013374.1,NP_013374.1,NP_013374.1,NP_013374.1
XP_018228495.1,NP_015215.1,NP_015215.1,NP_015215.1,NP_015215.1
XP_018231193.1,NP_010929.3,NP_010929.3,NP_010929.3,NP_010929.3
XP_018229372.1,NP_014741.1,NP_014741.1,NP_014741.1,NP_014741.1
XP_018229951.1,NP_013945.1,NP_013945.1,NP_013945.1,NP_013945.1
XP_018230867.1,NP_015107.1,NP_015107.1,NP_015107.1,NP_015107.1
XP_018229387.1,NP_013168.1,NP_013168.1,NP_013168.1,NP_013168.1
XP_018230989.1,NP_013986.1,NP_013986.1,NP_013986.1,NP_013986.1
XP_018228295.1,NP_009445.2,NP_009445.2,NP_009445.2,NP_009445.2
XP_018230938.1,NP_013603.1,NP_013603.1,NP_013603.1,NP_013603.1
XP_018230717.1,NP_013365.1,NP_013365.1,NP_013365.1,NP_013365.1
XP_018227927.1,NP_011384.1,NP_011384.1,NP_011384.1,NP_011384.1
XP_018231101.1,NP_014770.1,NP_014770.1,NP_014770.1,NP_014770.1
XP_018230801.1,NP_014149.1,NP_014149.1,NP_014149.1,NP_014149.1
XP_018230036.1,NP_013487.1,NP_013487.1,NP_013487.1,NP_013487.1
XP_018231089.1,NP_014033.1,NP_014033.1,NP_014033.1,NP_014033.1
XP_018231377.1,NP_011584.2,NP_011584.2,NP_011584.2,NP_011584.2
XP_018231204.1,NP_012734.1,NP_012734.1,NP_009411.2,NP_012734.1
XP_018231346.1,NP_009706.3,NP_009706.3,NP_009706.3,NP_009706.3
XP_018229229.1,NP_012354.1,NP_012354.1,NP_012354.1,NP_012354.1
XP_018228417.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018228587.1,NP_011944.2,NP_011944.2,NP_011944.2,NP_011944.2
XP_018230716.1,NP_009490.1,NP_009490.1,NP_009490.1,NP_009490.1
XP_018227864.1,NP_013236.1,NP_013236.1,NP_013236.1,NP_013236.1
XP_018230142.1,NP_015316.1,NP_015316.1,NP_015316.1,NP_015316.1
XP_018229153.1,NP_015220.1,NP_015220.1,NP_015220.1,NP_015220.1
XP_018230403.1,NP_014496.2,NP_014496.2,NP_014496.2,NP_014496.2
XP_018229147.1,NP_014039.1,NP_014039.1,NP_014039.1,NP_014039.1
XP_018228496.1,NP_015018.3,NP_015018.3,NP_015018.3,NP_015018.3
XP_018230035.1,NP_011604.3,NP_011604.3,NP_011604.3,NP_011604.3
XP_018228275.1,NP_013663.1,NP_013663.1,NP_013663.1,NP_013663.1
XP_018229700.1,NP_013915.1,NP_013915.1,NP_013915.1,NP_013915.1
XP_018229511.1,NP_015165.1,NP_015165.1,NP_015165.1,NP_015165.1
XP_018231526.1,NP_009531.1,NP_009531.1,NP_009531.1,NP_009531.1
XP_018229661.1,NP_010181.2,NP_010181.2,NP_010181.2,NP_010181.2
XP_018229957.1,NP_116628.1,NP_116628.1,NP_116628.1,NP_116628.1
XP_018227913.1,NP_013493.2,NP_013493.2,NP_013493.2,NP_013493.2
XP_018228538.1,NP_011421.1,NP_011421.1,NP_011421.1,NP_011421.1
XP_018230732.1,NP_013422.2,NP_013422.2,NP_013422.2,NP_013422.2
XP_018227998.1,NP_012028.1,NP_012028.1,NP_012028.1,NP_012028.1
XP_018230658.1,NP_011734.3,NP_011734.3,NP_011734.3,NP_011734.3
XP_018230751.1,NP_014608.1,NP_014608.1,NP_014608.1,NP_014608.1
XP_018231516.1,NP_009365.1,NP_009365.1,NP_009365.1,NP_009365.1
XP_018229291.1,NP_009378.1,NP_009378.1,NP_009378.1,NP_009378.1
XP_018230913.1,NP_013493.2,NP_013493.2,NP_013493.2,NP_013493.2
XP_018228761.1,NP_014975.2,NP_014975.2,NP_014975.2,NP_014975.2
XP_018231442.1,NP_010084.1,NP_010084.1,NP_010084.1,NP_010084.1
XP_018227850.1,NP_012734.1,NP_012734.1,NP_010042.2,NP_012734.1
XP_018228916.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018228923.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018229157.1,NP_010883.3,NP_010883.3,NP_010883.3,NP_010883.3
XP_018228032.1,NP_012216.1,NP_012216.1,NP_012216.1,NP_012216.1
XP_018230600.1,NP_014039.1,NP_014039.1,NP_014039.1,NP_014039.1
XP_018228270.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_018229813.1,NP_009914.2,NP_009914.2,NP_009914.2,NP_009914.2
XP_018228017.1,NP_010325.1,NP_010325.1,NP_010325.1,NP_010325.1
XP_018230528.1,NP_014126.1,NP_014126.1,NP_014126.1,NP_014126.1
XP_018228581.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018229306.1,NP_014948.1,NP_014948.1,NP_014948.1,NP_014948.1
XP_018228015.1,NP_012734.1,NP_012734.1,NP_010042.2,NP_012734.1
XP_018230382.1,NP_010443.3,NP_010443.3,NP_010443.3,NP_010443.3
XP_018228510.1,NP_014308.1,NP_014308.1,NP_014308.1,NP_014308.1
XP_018228738.1,NP_010929.3,NP_010929.3,NP_010929.3,NP_010929.3
XP_018230386.1,NP_015380.1,NP_015380.1,NP_015380.1,NP_015380.1
XP_018230486.1,NP_009706.3,NP_009706.3,NP_009706.3,NP_009706.3
XP_018227839.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227878.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018228812.1,NP_013267.1,NP_013267.1,NP_013267.1,NP_013267.1
XP_018229141.1,NP_014384.3,NP_014384.3,NP_014384.3,NP_014384.3
XP_018229235.1,NP_009421.3,NP_009421.3,NP_009421.3,NP_009421.3
XP_018229376.1,NP_014156.2,NP_014156.2,NP_014156.2,NP_014156.2
XP_018230633.1,NP_013555.1,NP_013555.1,NP_013555.1,NP_013555.1
XP_018229519.1,NP_014078.1,NP_014078.1,NP_014078.1,NP_014078.1
XP_018227851.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018230919.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018228228.1,NP_014267.1,NP_014267.1,NP_014267.1,NP_014267.1
XP_018227861.1,NP_011774.1,NP_011774.1,NP_011774.1,NP_011774.1
XP_018228577.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_018229768.1,NP_013703.1,NP_013703.1,NP_013703.1,NP_013703.1
XP_018230654.1,NP_012485.1,NP_012485.1,NP_012485.1,NP_012485.1
XP_018227815.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018229864.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018231115.1,NP_011987.1,NP_011987.1,NP_011987.1,NP_011987.1
XP_018230097.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227841.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018228223.1,NP_011608.1,NP_011608.1,NP_011608.1,NP_011608.1
XP_018231104.1,NP_013529.3,NP_013529.3,NP_013529.3,NP_013529.3
XP_018227984.1,NP_013797.1,NP_013797.1,NP_013797.1,NP_013797.1
XP_018229271.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_018230094.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_018230534.1,NP_012569.1,NP_012569.1,NP_012569.1,NP_012569.1
XP_018227811.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018228246.1,NP_011263.2,NP_011263.2,NP_011263.2,NP_011263.2
XP_018227817.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227813.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018228753.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018228755.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_018227828.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018230100.1,NP_012734.1,NP_012734.1,NP_011103.1,NP_012734.1
XP_018231511.1,NP_013777.1,NP_013777.1,NP_013777.1,NP_013777.1
XP_018227804.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018228754.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018229125.1,NP_015357.1,NP_015357.1,NP_015357.1,NP_015357.1
XP_018229868.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018230828.1,NP_012264.3,NP_012264.3,NP_012264.3,NP_012264.3
XP_018227845.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018228717.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_018229945.1,NP_010066.1,NP_010066.1,NP_010066.1,NP_010066.1
XP_018230102.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227782.1,NP_009443.1,NP_009443.1,NP_010042.2,NP_009443.1
XP_018227848.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227777.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227778.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018227784.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227816.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227837.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227818.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227849.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018228767.1,NP_014236.1,NP_014236.1,NP_014236.1,NP_014236.1
XP_018229231.1,NP_012141.1,NP_012141.1,NP_012141.1,NP_012141.1
XP_018228578.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018228921.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018231147.1,NP_010889.1,NP_010889.1,NP_010889.1,NP_010889.1
XP_018229021.1,NP_012892.1,NP_012892.1,NP_012892.1,NP_012892.1
XP_018229761.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_018229869.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018227819.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227807.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227822.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018229656.1,NP_010466.3,NP_010466.3,NP_010466.3,NP_010466.3
XP_018227820.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227881.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018229691.1,NP_013172.1,NP_013172.1,NP_013172.1,NP_013172.1
XP_018230098.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018230923.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227796.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018228470.1,NP_009561.2,NP_009561.2,NP_009561.2,NP_009561.2
XP_018231420.1,NP_009629.6,NP_009629.6,NP_009629.6,NP_009629.6
XP_018227812.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227827.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018228154.1,NP_012138.1,NP_012138.1,NP_012138.1,NP_012138.1
XP_018230099.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018230928.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018227808.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227831.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227863.1,NP_015142.1,NP_015142.1,NP_015142.1,NP_015142.1
XP_018228308.1,NP_014500.2,NP_014500.2,NP_014500.2,NP_014500.2
XP_018228579.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018229477.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018230721.1,NP_011946.1,NP_011946.1,NP_011946.1,NP_011946.1
XP_018227809.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227838.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227844.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018230920.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227991.1,NP_010513.1,NP_010513.1,NP_010513.1,NP_010513.1
XP_018228105.1,NP_010041.2,NP_010041.2,NP_010041.2,NP_010041.2
XP_018230611.1,NP_010513.1,NP_010513.1,NP_010513.1,NP_010513.1
XP_018227832.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018230191.1,NP_012666.2,NP_012666.2,NP_012666.2,NP_012666.2
XP_018227786.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018229476.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227797.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018230208.1,NP_014691.1,NP_014691.1,NP_014691.1,NP_014691.1
XP_018230985.1,NP_012712.1,NP_012712.1,NP_012712.1,NP_012712.1
XP_018227774.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018228920.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018229766.1,NP_012190.1,NP_012190.1,NP_012190.1,NP_012190.1
XP_018227826.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018227879.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018229862.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018227843.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018228451.1,NP_013777.1,NP_013777.1,NP_013777.1,NP_013777.1
XP_018230927.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227810.1,NP_012734.1,NP_012734.1,NP_010042.2,NP_012734.1
XP_018227814.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018227821.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018228419.1,NP_012734.1,NP_012734.1,NP_010042.2,NP_012734.1
XP_018229268.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018229421.1,NP_011308.1,NP_011308.1,NP_011308.1,NP_011308.1
XP_018230845.1,NP_010718.1,NP_010718.1,NP_010718.1,NP_010718.1
XP_018227783.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018230922.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
