,bfs,bts,graph,faiss
XP_007873472.1,NP_011342.1,NP_011342.1,NP_011342.1,NP_011342.1
XP_007873583.1,NP_009400.1,NP_009400.1,NP_009400.1,NP_009400.1
XP_007872965.1,NP_014149.1,NP_014149.1,NP_014149.1,NP_014149.1
XP_007875155.1,NP_012713.1,NP_012713.1,NP_012713.1,NP_012713.1
XP_007874732.1,NP_011786.1,NP_011786.1,NP_011786.1,NP_011786.1
XP_019613396.1,NP_012028.1,NP_012028.1,NP_012028.1,NP_012028.1
XP_007872085.1,NP_012216.1,NP_012216.1,NP_012216.1,NP_012216.1
XP_019613343.1,NP_012567.3,NP_012567.3,NP_012567.3,NP_012567.3
XP_007872254.1,NP_014639.1,NP_014639.1,NP_014639.1,NP_014639.1
XP_007873518.1,NP_013488.3,NP_013488.3,NP_013488.3,NP_013488.3
XP_007874737.1,NP_009545.2,NP_009545.2,NP_009545.2,NP_009545.2
XP_007872918.1,NP_014934.1,NP_014934.1,NP_014934.1,NP_014934.1
XP_007874416.1,NP_012151.1,NP_012151.1,NP_012151.1,NP_012151.1
XP_007874777.1,NP_116617.1,NP_116617.1,NP_116617.1,NP_116617.1
XP_007875151.1,NP_013485.1,NP_013485.1,NP_013485.1,NP_013485.1
XP_007872561.1,NP_013012.3,NP_013012.3,NP_013012.3,NP_013012.3
XP_007873758.1,NP_011584.2,NP_011584.2,NP_011584.2,NP_011584.2
XP_007874036.1,NP_009573.1,NP_009573.1,NP_009573.1,NP_009573.1
XP_007875134.1,NP_011365.1,NP_011365.1,NP_011365.1,NP_011365.1
XP_007874158.1,NP_013502.3,NP_013502.3,NP_013502.3,NP_013502.3
XP_007875262.1,NP_012158.1,NP_012158.1,NP_012158.1,NP_012158.1
XP_007872237.1,NP_012455.1,NP_012455.1,NP_012455.1,NP_012455.1
XP_007872041.1,NP_010622.1,NP_010622.1,NP_010622.1,NP_010622.1
XP_007874624.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_007873591.1,NP_011584.2,NP_011584.2,NP_011584.2,NP_011584.2
XP_007875286.1,NP_010136.1,NP_010136.1,NP_010136.1,NP_010136.1
XP_007872971.1,NP_014794.3,NP_014794.3,NP_014794.3,NP_014794.3
XP_007873333.1,NP_010811.1,NP_010811.1,NP_010811.1,NP_010811.1
XP_007873717.1,NP_012234.3,NP_012234.3,NP_012234.3,NP_012234.3
XP_007873751.1,NP_013793.1,NP_013793.1,NP_013793.1,NP_013793.1
XP_007875109.1,NP_015151.1,NP_015151.1,NP_015151.1,NP_015151.1
XP_007874391.1,NP_013915.1,NP_013915.1,NP_013915.1,NP_013915.1
XP_007873188.1,NP_012573.1,NP_012573.1,NP_012573.1,NP_012573.1
XP_007871854.1,NP_014015.1,NP_014015.1,NP_014015.1,NP_014015.1
XP_007875256.1,NP_010883.3,NP_010883.3,NP_010883.3,NP_010883.3
XP_007875543.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007872023.1,NP_013185.1,NP_013185.1,NP_013185.1,NP_013185.1
XP_007875573.1,NP_013847.1,NP_013847.1,NP_013847.1,NP_013847.1
XP_007872503.1,NP_013663.1,NP_013663.1,NP_013663.1,NP_013663.1
XP_007874825.1,NP_116687.1,NP_116687.1,NP_116687.1,NP_116687.1
XP_007874625.2,NP_013571.3,NP_013571.3,NP_013571.3,NP_013571.3
XP_007873016.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007874518.1,NP_013945.1,NP_013945.1,NP_013945.1,NP_013945.1
XP_007875039.2,NP_013571.3,NP_013571.3,NP_013571.3,NP_013571.3
XP_007875179.1,NP_013236.1,NP_013236.1,NP_013236.1,NP_013236.1
XP_007875370.1,NP_116687.1,NP_116687.1,NP_116687.1,NP_116687.1
XP_007873773.1,NP_009871.2,NP_009871.2,NP_009871.2,NP_009871.2
XP_007874603.1,NP_010513.1,NP_010513.1,NP_010513.1,NP_010513.1
XP_007872593.1,NP_011018.1,NP_011018.1,NP_011018.1,NP_011018.1
XP_007872302.1,NP_009971.1,NP_009971.1,NP_009971.1,NP_009971.1
XP_007872336.1,NP_010413.3,NP_010413.3,NP_010413.3,NP_010413.3
XP_007875499.1,NP_012866.1,NP_012866.1,NP_012866.1,NP_012866.1
XP_007875604.1,NP_014681.1,NP_014681.1,NP_014681.1,NP_014681.1
XP_007874949.1,NP_010513.1,NP_010513.1,NP_010513.1,NP_010513.1
XP_019613311.1,NP_012734.1,NP_012734.1,NP_013571.3,NP_012734.1
XP_019613364.1,NP_013571.3,NP_013571.3,NP_013571.3,NP_013571.3
XP_007874682.1,NP_009777.1,NP_009777.1,NP_009777.1,NP_009777.1
XP_007874421.2,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_007871851.2,NP_013571.3,NP_013571.3,NP_013571.3,NP_013571.3
XP_007873939.1,NP_116687.1,NP_116687.1,NP_116687.1,NP_116687.1
XP_007874262.1,NP_014741.1,NP_014741.1,NP_014741.1,NP_014741.1
XP_007874664.1,NP_012028.1,NP_012028.1,NP_012028.1,NP_012028.1
XP_007872881.1,NP_013945.1,NP_013945.1,NP_013945.1,NP_013945.1
XP_007874576.1,NP_013529.3,NP_013529.3,NP_013529.3,NP_013529.3
XP_007875353.1,NP_013374.1,NP_013374.1,NP_013374.1,NP_013374.1
XP_007875192.2,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007873455.1,NP_011584.2,NP_011584.2,NP_011584.2,NP_011584.2
XP_007875139.1,NP_010382.3,NP_010382.3,NP_010382.3,NP_010382.3
XP_007873907.1,NP_014850.1,NP_014850.1,NP_014850.1,NP_014850.1
XP_007874404.1,NP_015335.1,NP_015335.1,NP_015335.1,NP_015335.1
XP_019613307.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_007874239.1,NP_013603.1,NP_013603.1,NP_013603.1,NP_013603.1
XP_007874783.1,NP_010929.3,NP_010929.3,NP_010929.3,NP_010929.3
XP_007874702.1,NP_015313.1,NP_015313.1,NP_015313.1,NP_015313.1
XP_019613319.1,NP_012734.1,NP_012734.1,NP_013571.3,NP_012734.1
XP_007874650.1,NP_009378.1,NP_009378.1,NP_009378.1,NP_009378.1
XP_007872270.1,NP_012796.1,NP_012796.1,NP_012796.1,NP_012796.1
XP_007875597.1,NP_013168.1,NP_013168.1,NP_013168.1,NP_013168.1
XP_007873653.1,NP_015107.1,NP_015107.1,NP_015107.1,NP_015107.1
XP_007875037.2,NP_012734.1,NP_012734.1,NP_013571.3,NP_012734.1
XP_019613416.1,NP_012734.1,NP_012734.1,NP_013571.3,NP_012734.1
XP_007872645.1,NP_015215.1,NP_015215.1,NP_015215.1,NP_015215.1
XP_007873249.1,NP_009378.1,NP_009378.1,NP_009378.1,NP_009378.1
XP_007874685.1,NP_014770.1,NP_014770.1,NP_014770.1,NP_014770.1
XP_007872402.1,NP_013365.1,NP_013365.1,NP_013365.1,NP_013365.1
XP_007874876.2,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_007875038.2,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_019613363.1,NP_013571.3,NP_013571.3,NP_013571.3,NP_013571.3
XP_007872884.1,NP_012905.1,NP_012905.1,NP_012905.1,NP_012905.1
XP_019613320.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_007872560.1,NP_013236.1,NP_013236.1,NP_013236.1,NP_013236.1
XP_007874490.1,NP_011031.1,NP_011031.1,NP_011031.1,NP_011031.1
XP_007872170.1,NP_009445.2,NP_009445.2,NP_009445.2,NP_009445.2
XP_007872489.1,NP_014496.2,NP_014496.2,NP_014496.2,NP_014496.2
XP_007874985.1,NP_013986.1,NP_013986.1,NP_013986.1,NP_013986.1
XP_007875347.1,NP_013487.1,NP_013487.1,NP_013487.1,NP_013487.1
XP_007873818.2,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_007872863.1,NP_015316.1,NP_015316.1,NP_015316.1,NP_015316.1
XP_019613321.1,NP_012734.1,NP_012734.1,NP_011103.1,NP_012734.1
XP_007873311.2,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_007873465.1,NP_014033.1,NP_014033.1,NP_014033.1,NP_014033.1
XP_007873339.1,NP_011584.2,NP_011584.2,NP_011584.2,NP_011584.2
XP_019613393.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_019613297.1,NP_012734.1,NP_012734.1,NP_013571.3,NP_012734.1
XP_007874041.2,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007875687.2,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_019613298.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007871860.1,NP_011384.1,NP_011384.1,NP_011384.1,NP_011384.1
XP_007874637.1,NP_011944.2,NP_011944.2,NP_011944.2,NP_011944.2
XP_007872644.1,NP_015018.3,NP_015018.3,NP_015018.3,NP_015018.3
XP_007872403.1,NP_009490.1,NP_009490.1,NP_009490.1,NP_009490.1
XP_007874420.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007875036.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007872386.1,NP_013422.2,NP_013422.2,NP_013422.2,NP_013422.2
XP_007875455.1,NP_012354.1,NP_012354.1,NP_012354.1,NP_012354.1
XP_007873827.1,NP_013022.1,NP_013022.1,NP_013022.1,NP_013022.1
XP_007874195.1,NP_012734.1,NP_012734.1,NP_009411.2,NP_012734.1
XP_007872148.1,NP_013663.1,NP_013663.1,NP_013663.1,NP_013663.1
XP_007875246.1,NP_014039.1,NP_014039.1,NP_014039.1,NP_014039.1
XP_007875173.1,NP_011774.1,NP_011774.1,NP_011774.1,NP_011774.1
XP_007875346.1,NP_011604.3,NP_011604.3,NP_011604.3,NP_011604.3
XP_007872631.1,NP_014308.1,NP_014308.1,NP_014308.1,NP_014308.1
XP_007873021.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_007872223.1,NP_012569.1,NP_012569.1,NP_012569.1,NP_012569.1
XP_007872264.1,NP_013827.1,NP_013827.1,NP_013827.1,NP_013827.1
XP_007873590.1,NP_010181.2,NP_010181.2,NP_010181.2,NP_010181.2
XP_007874533.1,NP_012216.1,NP_012216.1,NP_012216.1,NP_012216.1
XP_007874321.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_007873603.2,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_007874468.1,NP_011734.3,NP_011734.3,NP_011734.3,NP_011734.3
XP_007873669.1,NP_013267.1,NP_013267.1,NP_013267.1,NP_013267.1
XP_007872456.2,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_007872737.2,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007874884.1,NP_014975.2,NP_014975.2,NP_014975.2,NP_014975.2
XP_007871852.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_007872459.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_007875251.1,NP_015220.1,NP_015220.1,NP_015220.1,NP_015220.1
XP_007872740.2,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007873597.2,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007873819.1,NP_013493.2,NP_013493.2,NP_013493.2,NP_013493.2
XP_007874224.1,NP_009443.1,NP_009443.1,NP_010042.2,NP_009443.1
XP_007874346.1,NP_009477.1,NP_009477.1,NP_009477.1,NP_009477.1
XP_007873020.1,NP_015447.1,NP_015447.1,NP_015447.1,NP_015447.1
XP_007874054.1,NP_014039.1,NP_014039.1,NP_014039.1,NP_014039.1
XP_007873859.1,NP_014948.1,NP_014948.1,NP_014948.1,NP_014948.1
XP_007875408.2,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007875544.1,NP_013493.2,NP_013493.2,NP_013493.2,NP_013493.2
XP_007872132.1,NP_010929.3,NP_010929.3,NP_010929.3,NP_010929.3
XP_007873104.1,NP_011879.1,NP_011879.1,NP_011879.1,NP_011879.1
XP_007873186.1,NP_009365.1,NP_009365.1,NP_009365.1,NP_009365.1
XP_007872303.1,NP_014267.1,NP_014267.1,NP_014267.1,NP_014267.1
XP_007872888.1,NP_116628.1,NP_116628.1,NP_116628.1,NP_116628.1
XP_007874464.1,NP_012485.1,NP_012485.1,NP_012485.1,NP_012485.1
XP_007872229.1,NP_014126.1,NP_014126.1,NP_014126.1,NP_014126.1
XP_007873844.1,NP_009378.1,NP_009378.1,NP_009378.1,NP_009378.1
XP_007874671.1,NP_011987.1,NP_011987.1,NP_011987.1,NP_011987.1
XP_007875240.1,NP_014384.3,NP_014384.3,NP_014384.3,NP_014384.3
XP_007873994.1,NP_014078.1,NP_014078.1,NP_014078.1,NP_014078.1
XP_007874002.1,NP_015165.1,NP_015165.1,NP_015165.1,NP_015165.1
XP_007874443.1,NP_013555.1,NP_013555.1,NP_013555.1,NP_013555.1
XP_007872610.1,NP_010443.3,NP_010443.3,NP_010443.3,NP_010443.3
XP_007873312.1,NP_010325.1,NP_010325.1,NP_010325.1,NP_010325.1
XP_019613341.1,NP_014156.2,NP_014156.2,NP_014156.2,NP_014156.2
XP_007871935.1,NP_012028.1,NP_012028.1,NP_012028.1,NP_012028.1
XP_007873196.1,NP_009531.1,NP_009531.1,NP_009531.1,NP_009531.1
XP_007871921.1,NP_013797.1,NP_013797.1,NP_013797.1,NP_013797.1
XP_007872614.1,NP_015380.1,NP_015380.1,NP_015380.1,NP_015380.1
XP_019613305.1,NP_015447.1,NP_015447.1,NP_015447.1,NP_015447.1
XP_007872108.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007873733.1,NP_012892.1,NP_012892.1,NP_012892.1,NP_012892.1
XP_007872877.1,NP_010066.1,NP_010066.1,NP_010066.1,NP_010066.1
XP_007872986.1,NP_012264.3,NP_012264.3,NP_012264.3,NP_012264.3
XP_007874044.1,NP_010513.1,NP_010513.1,NP_010513.1,NP_010513.1
XP_007872367.1,NP_013487.1,NP_013487.1,NP_013487.1,NP_013487.1
XP_007875449.1,NP_009421.3,NP_009421.3,NP_009421.3,NP_009421.3
XP_007873468.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007875004.1,NP_009444.2,NP_009444.2,NP_009444.2,NP_009444.2
XP_007875453.1,NP_012141.1,NP_012141.1,NP_012141.1,NP_012141.1
XP_007875010.1,NP_012801.1,NP_012801.1,NP_012801.1,NP_012801.1
XP_007872182.1,NP_014500.2,NP_014500.2,NP_014500.2,NP_014500.2
XP_007875572.1,NP_013529.3,NP_013529.3,NP_013529.3,NP_013529.3
XP_007874399.1,NP_013172.1,NP_013172.1,NP_013172.1,NP_013172.1
XP_007874313.1,NP_013703.1,NP_013703.1,NP_013703.1,NP_013703.1
XP_007874205.1,NP_014543.1,NP_014543.1,NP_014543.1,NP_014543.1
XP_007874990.1,NP_012712.1,NP_012712.1,NP_012712.1,NP_012712.1
XP_007874681.1,NP_012025.1,NP_012025.1,NP_012025.1,NP_012025.1
XP_007871929.1,NP_009561.2,NP_009561.2,NP_009561.2,NP_009561.2
XP_007872669.1,NP_013413.1,NP_013413.1,NP_013413.1,NP_013413.1
XP_007874159.1,NP_012666.2,NP_012666.2,NP_012666.2,NP_012666.2
XP_007872299.1,NP_011608.1,NP_011608.1,NP_011608.1,NP_011608.1
XP_007871989.1,NP_014161.1,NP_014161.1,NP_014161.1,NP_014161.1
XP_007872947.1,NP_013777.1,NP_013777.1,NP_013777.1,NP_013777.1
XP_007873585.1,NP_010466.3,NP_010466.3,NP_010466.3,NP_010466.3
XP_019613293.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007872398.1,NP_011946.1,NP_011946.1,NP_011946.1,NP_011946.1
XP_007873004.1,NP_010718.1,NP_010718.1,NP_010718.1,NP_010718.1
XP_007874890.1,NP_014236.1,NP_014236.1,NP_014236.1,NP_014236.1
XP_007874706.1,NP_014681.1,NP_014681.1,NP_014681.1,NP_014681.1
XP_007872587.1,NP_015416.1,NP_015416.1,NP_015416.1,NP_015416.1
XP_007875681.1,NP_009561.2,NP_009561.2,NP_009561.2,NP_009561.2
XP_007875057.1,NP_011374.1,NP_011374.1,NP_011374.1,NP_011374.1
XP_007875410.2,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_007872321.1,NP_013132.1,NP_013132.1,NP_013132.1,NP_013132.1
XP_007873126.1,NP_011455.1,NP_011455.1,NP_011455.1,NP_011455.1
XP_007874003.1,NP_013914.1,NP_013914.1,NP_013914.1,NP_013914.1
XP_007871973.1,NP_012138.1,NP_012138.1,NP_012138.1,NP_012138.1
XP_007875497.1,NP_011421.1,NP_011421.1,NP_011421.1,NP_011421.1
XP_007872987.1,NP_011348.1,NP_011348.1,NP_011348.1,NP_011348.1
XP_007875517.1,NP_011749.3,NP_011749.3,NP_011749.3,NP_011749.3
XP_007873355.1,NP_010091.2,NP_010091.2,NP_010091.2,NP_010091.2
XP_007875399.1,NP_014803.1,NP_014803.1,NP_014803.1,NP_014803.1
XP_019613402.1,NP_013132.1,NP_013132.1,NP_013132.1,NP_013132.1
XP_007875488.1,NP_011071.3,NP_011071.3,NP_011071.3,NP_011071.3
XP_007875629.1,NP_011308.1,NP_011308.1,NP_011308.1,NP_011308.1
XP_007872161.1,NP_012666.2,NP_012666.2,NP_012666.2,NP_012666.2
XP_007872571.1,NP_014276.1,NP_014276.1,NP_014276.1,NP_014276.1
XP_007874572.1,NP_009545.2,NP_009545.2,NP_009545.2,NP_009545.2
XP_007874107.1,NP_014621.1,NP_014621.1,NP_014621.1,NP_014621.1
XP_007872069.1,NP_012625.5,NP_012625.5,NP_012625.5,NP_012625.5
XP_007872860.1,NP_011704.3,NP_011704.3,NP_011704.3,NP_011704.3
XP_007874966.1,NP_014803.1,NP_014803.1,NP_014803.1,NP_014803.1
XP_007873737.1,NP_015367.1,NP_015367.1,NP_015367.1,NP_015367.1
XP_007874386.1,NP_011790.1,NP_011790.1,NP_011790.1,NP_011790.1
XP_007875377.1,NP_011561.3,NP_011561.3,NP_011561.3,NP_011561.3
XP_007872307.1,NP_014236.1,NP_014236.1,NP_014236.1,NP_014236.1
XP_007873369.1,NP_012905.1,NP_012905.1,NP_012905.1,NP_012905.1
XP_007873237.1,NP_013069.1,NP_013069.1,NP_013069.1,NP_013069.1
XP_007875015.1,NP_009637.1,NP_009637.1,NP_009637.1,NP_009637.1
XP_007875451.1,NP_013249.1,NP_013249.1,NP_013249.1,NP_013249.1
XP_007875547.1,NP_009884.1,NP_009884.1,NP_009884.1,NP_009884.1
XP_007872865.1,NP_011348.1,NP_011348.1,NP_011348.1,NP_011348.1
XP_007874177.1,NP_014691.1,NP_014691.1,NP_014691.1,NP_014691.1
XP_007874390.2,NP_011687.1,NP_011687.1,NP_011687.1,NP_011687.1
XP_019613328.1,NP_015200.1,NP_015200.1,NP_015200.1,NP_015200.1
XP_007874709.1,NP_014860.1,NP_014860.1,NP_014860.1,NP_014860.1
XP_007872286.1,NP_014980.3,NP_014980.3,NP_014980.3,NP_014980.3
XP_007873968.1,NP_014803.1,NP_014803.1,NP_014803.1,NP_014803.1
XP_007872646.1,NP_013249.1,NP_013249.1,NP_013249.1,NP_013249.1
XP_007874743.1,NP_009635.1,NP_009635.1,NP_009635.1,NP_009635.1
