,bfs,bts,graph,faiss
XP_018226289.1,CCG80985.1,CCG80985.1,CCG80985.1,CCG80985.1
XP_018225037.1,CCG84023.1,CCG84023.1,CCG84023.1,CCG84023.1
XP_018226260.1,CCG81413.1,CCG81413.1,CCG81413.1,CCG81413.1
XP_018225020.1,CCG81364.1,CCG81364.1,CCG81364.1,CCG81364.1
XP_018226556.1,CCG81978.1,CCG81978.1,CCG81978.1,CCG81978.1
XP_018224876.1,CCG82719.1,CCG82719.1,CCG82719.1,CCG82719.1
XP_018227326.1,CCG82954.1,CCG82954.1,CCG82954.1,CCG82954.1
XP_018226432.1,CCG80780.1,CCG80780.1,CCG80780.1,CCG80780.1
XP_018226760.1,CCG84149.1,CCG84149.1,CCG84149.1,CCG84149.1
XP_018226183.1,CCG81606.1,CCG81606.1,CCG81606.1,CCG81606.1
XP_018225253.1,CCG84525.1,CCG84525.1,CCG84525.1,CCG84525.1
XP_018227240.1,CCG80823.1,CCG80823.1,CCG80823.1,CCG80823.1
XP_018225598.1,CCG83306.1,CCG83306.1,CCG83306.1,CCG83306.1
XP_018224233.1,CCG80985.1,CCG80985.1,CCG80985.1,CCG80985.1
XP_018227627.1,CCG80614.1,CCG80614.1,CCG80614.1,CCG80614.1
XP_018226316.1,CCG81723.1,CCG81723.1,CCG81723.1,CCG81723.1
XP_018225354.1,CCG80699.1,CCG80699.1,CCG80699.1,CCG80699.1
XP_018226250.1,CCG84382.1,CCG84382.1,CCG84382.1,CCG84382.1
XP_018224384.1,CCG81248.1,CCG81248.1,CCG81248.1,CCG81248.1
XP_018226526.1,CCG81697.1,CCG81697.1,CCG81697.1,CCG81697.1
XP_018225351.1,CCG81213.1,CCG81213.1,CCG81213.1,CCG81213.1
XP_018225915.1,CCG84346.1,CCG84346.1,CCG84346.1,CCG84346.1
XP_018224591.1,CCG82698.1,CCG82698.1,CCG82698.1,CCG82698.1
XP_018227301.1,CCG81616.1,CCG81616.1,CCG81616.1,CCG81616.1
XP_018225851.1,CCG82002.1,CCG82002.1,CCG82002.1,CCG82002.1
XP_018225267.1,CCG82067.1,CCG82067.1,CCG82067.1,CCG82067.1
XP_018225878.1,CCG83252.1,CCG83252.1,CCG83252.1,CCG83252.1
XP_018225335.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_018224449.1,CCG83690.1,CCG83690.1,CCG83690.1,CCG83690.1
XP_018225197.1,CCG81568.1,CCG81568.1,CCG81568.1,CCG81568.1
XP_018227540.1,CCG80786.1,CCG80786.1,CCG80786.1,CCG80786.1
XP_018226644.1,CCG81606.1,CCG81606.1,CCG81606.1,CCG81606.1
XP_018225174.1,CCG81023.1,CCG81023.1,CCG81023.1,CCG81023.1
XP_018224454.1,CCG83752.1,CCG83752.1,CCG83752.1,CCG83752.1
XP_018225232.1,CCG82393.1,CCG82393.1,CCG82393.1,CCG82393.1
XP_018225775.1,CCG83171.1,CCG83171.1,CCG83171.1,CCG83171.1
XP_018226783.1,CCG81896.1,CCG81896.1,CCG81896.1,CCG81896.1
XP_018227206.1,CCG82455.1,CCG82455.1,CCG82455.1,CCG82455.1
XP_018227695.1,CCG83748.1,CCG83748.1,CCG83748.1,CCG83748.1
XP_018227677.1,CCG80707.1,CCG80707.1,CCG80707.1,CCG80707.1
XP_018227156.1,CCG80674.1,CCG80674.1,CCG80674.1,CCG80674.1
XP_018227406.1,CCG83306.1,CCG83306.1,CCG83306.1,CCG83306.1
XP_018224510.1,CCG84373.1,CCG84373.1,CCG84373.1,CCG84373.1
XP_018227162.1,CCG81606.1,CCG81606.1,CCG81606.1,CCG81606.1
XP_018226997.1,CCG81568.1,CCG81568.1,CCG81568.1,CCG81568.1
XP_018225105.1,CCG82346.1,CCG82346.1,CCG82346.1,CCG82346.1
XP_018225320.1,CCG82482.1,CCG82482.1,CCG82482.1,CCG82482.1
XP_018224756.1,CCG80816.1,CCG80816.1,CCG80816.1,CCG80816.1
XP_018225478.1,CCG81023.1,CCG81023.1,CCG81023.1,CCG81023.1
XP_018226555.1,CCG83815.1,CCG83815.1,CCG83815.1,CCG83815.1
XP_018227114.1,CCG82954.1,CCG82954.1,CCG82954.1,CCG82954.1
XP_018226739.1,CCG82598.1,CCG82598.1,CCG82598.1,CCG82598.1
XP_018226031.1,CCG83104.2,CCG83104.2,CCG83104.2,CCG83104.2
XP_018227360.1,CCG83766.1,CCG83766.1,CCG83766.1,CCG83766.1
XP_018226952.1,CCG82948.1,CCG82948.1,CCG82948.1,CCG82948.1
XP_018227738.1,CCG83581.1,CCG83581.1,CCG83581.1,CCG83581.1
XP_018224870.1,CCG82289.1,CCG82289.1,CCG82289.1,CCG82289.1
XP_018226406.1,CCG82142.1,CCG82142.1,CCG82142.1,CCG82142.1
XP_018226026.1,CCG83614.1,CCG83614.1,CCG83614.1,CCG83614.1
XP_018226700.1,CCG84590.1,CCG84590.1,CCG84590.1,CCG84590.1
XP_018226999.1,CCG81023.1,CCG81023.1,CCG81023.1,CCG81023.1
XP_018227716.1,CCG81062.1,CCG81062.1,CCG81062.1,CCG81062.1
XP_018224469.1,CCG84306.1,CCG84306.1,CCG84306.1,CCG84306.1
XP_018225035.1,CCG84838.1,CCG84838.1,CCG84838.1,CCG84838.1
XP_018226293.1,CCG81255.1,CCG81255.1,CCG81255.1,CCG81255.1
XP_018225381.1,CCG82033.1,CCG82033.1,CCG82033.1,CCG82033.1
XP_018227377.1,CCG82942.1,CCG82942.1,CCG82942.1,CCG82942.1
XP_018224930.1,CCG81419.1,CCG81419.1,CCG81419.1,CCG81419.1
XP_018225242.1,CCG81462.1,CCG81462.1,CCG81462.1,CCG81462.1
XP_018225625.1,CCG84867.1,CCG84867.1,CCG84867.1,CCG84867.1
XP_018225632.1,CCG82142.1,CCG82142.1,CCG82142.1,CCG82142.1
XP_018225064.1,CCG83012.1,CCG83012.1,CCG83012.1,CCG83012.1
XP_018226445.1,CCG81825.1,CCG81825.1,CCG81825.1,CCG81825.1
XP_018224506.1,CCG83901.1,CCG83901.1,CCG83901.1,CCG83901.1
XP_018226636.1,CCG84890.1,CCG84890.1,CCG84890.1,CCG84890.1
XP_018225600.1,CCG83768.1,CCG83768.1,CCG83768.1,CCG83768.1
XP_018226945.1,CCG83683.1,CCG83683.1,CCG83683.1,CCG83683.1
XP_018226871.1,CCG81440.1,CCG81440.1,CCG81440.1,CCG81440.1
XP_018227690.1,CCG84689.1,CCG84689.1,CCG84689.1,CCG84689.1
XP_018224647.1,CCG83713.1,CCG83713.1,CCG83713.1,CCG83713.1
XP_018224476.1,CCG84904.1,CCG84904.1,CCG84904.1,CCG84904.1
XP_018224907.1,CCG84481.1,CCG84481.1,CCG84481.1,CCG84481.1
XP_018227542.1,CCG84337.1,CCG84337.1,CCG84337.1,CCG84337.1
XP_018226463.1,CCG84017.1,CCG84017.1,CCG84017.1,CCG84017.1
XP_018226621.1,CCG81011.1,CCG81011.1,CCG81011.1,CCG81011.1
XP_018227636.1,CCG81527.1,CCG81527.1,CCG81527.1,CCG81527.1
XP_018224790.1,CCG80816.1,CCG80816.1,CCG80816.1,CCG80816.1
XP_018225527.1,CCG82948.1,CCG82948.1,CCG82948.1,CCG82948.1
XP_018225444.1,CCG81469.1,CCG81469.1,CCG81469.1,CCG81469.1
XP_018224455.1,CCG83833.1,CCG83833.1,CCG83833.1,CCG83833.1
XP_018224677.1,CCG83019.1,CCG83019.1,CCG83019.1,CCG83019.1
XP_018227315.1,CCG82954.1,CCG82954.1,CCG82954.1,CCG82954.1
XP_018227284.1,CCG81606.1,CCG81606.1,CCG81606.1,CCG81606.1
XP_018227758.1,CCG82407.1,CCG82407.1,CCG82407.1,CCG82407.1
XP_018224382.1,CCG83012.1,CCG83012.1,CCG83012.1,CCG83012.1
XP_018226263.1,CCG81978.1,CCG81978.1,CCG81978.1,CCG81978.1
XP_018227526.1,CCG82686.1,CCG82686.1,CCG82686.1,CCG82686.1
XP_018225782.1,CCG83489.1,CCG83489.1,CCG83489.1,CCG83489.1
XP_018224397.1,CCG84080.1,CCG84080.1,CCG84080.1,CCG84080.1
XP_018227034.1,CCG84838.1,CCG84838.1,CCG84838.1,CCG84838.1
XP_018227508.1,CCG80857.1,CCG80857.1,CCG80857.1,CCG80857.1
XP_018226060.1,CCG80651.1,CCG80651.1,CCG80651.1,CCG80651.1
XP_018225815.1,CCG83227.1,CCG83227.1,CCG83227.1,CCG83227.1
XP_018226753.1,CCG84880.1,CCG84880.1,CCG84880.1,CCG84880.1
XP_018224920.1,CCG84483.1,CCG84483.1,CCG84483.1,CCG84483.1
XP_018225542.1,CCG81842.1,CCG81842.1,CCG81842.1,CCG81842.1
XP_018227721.1,CCG82072.1,CCG82072.1,CCG82072.1,CCG82072.1
XP_018227344.1,CCG81016.1,CCG81016.1,CCG81016.1,CCG81016.1
XP_018224953.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_018225986.1,CCG81255.1,CCG81255.1,CCG81255.1,CCG81255.1
XP_018224768.1,CCG81551.1,CCG81551.1,CCG81551.1,CCG81551.1
XP_018227222.1,CCG80774.1,CCG80774.1,CCG80774.1,CCG80774.1
XP_018224568.1,CCG83369.1,CCG83369.1,CCG83369.1,CCG83369.1
XP_018227495.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_018224670.1,CCG83127.1,CCG83127.1,CCG83127.1,CCG83127.1
XP_018224247.1,CCG83250.1,CCG83250.1,CCG83250.1,CCG83250.1
XP_018224979.1,CCG81364.1,CCG81364.1,CCG81364.1,CCG81364.1
XP_018225992.1,CCG81235.1,CCG81235.1,CCG81235.1,CCG81235.1
XP_018225947.1,CCG82948.1,CCG82948.1,CCG82948.1,CCG82948.1
XP_018227529.1,CCG85163.1,CCG85163.1,CCG85163.1,CCG85163.1
XP_018227032.1,CCG83957.1,CCG83957.1,CCG83957.1,CCG83957.1
XP_018226294.1,CCG83833.1,CCG83833.1,CCG83833.1,CCG83833.1
XP_018225352.1,CCG82037.1,CCG82037.1,CCG82037.1,CCG82037.1
XP_018225671.1,CCG82698.1,CCG82698.1,CCG82698.1,CCG82698.1
XP_018227443.1,CCG81440.1,CCG81440.1,CCG81440.1,CCG81440.1
XP_018226746.1,CCG81850.1,CCG81850.1,CCG81850.1,CCG81850.1
XP_018225888.1,CCG84167.1,CCG84167.1,CCG84167.1,CCG84167.1
XP_018226743.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_018225547.1,CCG83748.1,CCG83748.1,CCG83748.1,CCG83748.1
XP_018227052.1,CCG82527.1,CCG82527.1,CCG82527.1,CCG82527.1
XP_018226866.1,CCG84890.1,CCG84890.1,CCG84890.1,CCG84890.1
XP_018227391.1,CCG83171.1,CCG83171.1,CCG83171.1,CCG83171.1
XP_018226616.1,CCG84884.1,CCG84884.1,CCG84884.1,CCG84884.1
XP_018227221.1,CCG80844.1,CCG80844.1,CCG80844.1,CCG80844.1
XP_018226214.1,CCG84960.1,CCG84960.1,CCG84960.1,CCG84960.1
XP_018224170.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224340.1,CCG81742.1,CCG81742.1,CCG81742.1,CCG81742.1
XP_018225457.1,CCG81027.1,CCG81027.1,CCG81027.1,CCG81027.1
XP_018226629.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018225641.1,CCG80667.1,CCG80667.1,CCG80667.1,CCG80667.1
XP_018227466.1,CCG81616.1,CCG81616.1,CCG81616.1,CCG81616.1
XP_018225548.1,CCG82519.1,CCG82519.1,CCG82519.1,CCG82519.1
XP_018227769.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224138.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224158.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227350.1,CCG84382.1,CCG84382.1,CCG84382.1,CCG84382.1
XP_018227476.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227755.1,CCG84786.1,CCG84786.1,CCG84786.1,CCG84786.1
XP_018226353.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224160.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224148.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018226637.1,CCG82067.1,CCG82067.1,CCG82067.1,CCG82067.1
XP_018224130.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224166.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018225019.1,CCG82142.1,CCG82142.1,CCG82142.1,CCG82142.1
XP_018224149.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018225088.1,CCG80667.1,CCG80667.1,CCG80667.1,CCG80667.1
XP_018225488.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018226627.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224125.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224151.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224162.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224171.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224380.1,CCG81195.1,CCG81195.1,CCG81195.1,CCG81195.1
XP_018224554.1,CCG82584.1,CCG82584.1,CCG82584.1,CCG82584.1
XP_018227472.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224137.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224139.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224143.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224176.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224134.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224174.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224144.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224147.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224843.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018226898.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224152.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018225690.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224150.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224156.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018225636.1,CCG82033.1,CCG82033.1,CCG82033.1,CCG82033.1
XP_018225900.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018226227.1,CCG82291.1,CCG82291.1,CCG82291.1,CCG82291.1
XP_018226347.1,CCG81108.1,CCG81108.1,CCG81108.1,CCG81108.1
XP_018224172.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227169.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224154.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224163.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224164.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018225307.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018226630.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227172.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227559.1,CCG82239.1,CCG82239.1,CCG82239.1,CCG82239.1
XP_018224142.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224155.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224168.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224614.1,CCG82467.1,CCG82467.1,CCG82467.1,CCG82467.1
XP_018227255.1,CCG82948.1,CCG82948.1,CCG82948.1,CCG82948.1
XP_018224175.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227473.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224129.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224157.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224159.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224177.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018225306.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224140.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224864.1,CCG84421.1,CCG84421.1,CCG84421.1,CCG84421.1
XP_018226897.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224161.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224173.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224145.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018225144.1,CCG82267.1,CCG82267.1,CCG82267.1,CCG82267.1
XP_018227170.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227474.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224167.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224169.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018226364.1,CCG84041.1,CCG84041.1,CCG84041.1,CCG84041.1
XP_018224127.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224128.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224616.1,CCG82467.1,CCG82467.1,CCG82467.1,CCG82467.1
XP_018225860.1,CCG80996.1,CCG80996.1,CCG80996.1,CCG80996.1
XP_018224141.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018226899.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227171.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227385.1,CCG81978.1,CCG81978.1,CCG81978.1,CCG81978.1
XP_018224794.1,CCG84382.1,CCG84382.1,CCG84382.1,CCG84382.1
XP_018225093.1,CCG81891.1,CCG81891.1,CCG81891.1,CCG81891.1
XP_018225647.1,CCG82024.1,CCG82024.1,CCG82024.1,CCG82024.1
XP_018227314.1,CCG84352.1,CCG84352.1,CCG84352.1,CCG84352.1
XP_018224153.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018225113.1,CCG82362.1,CCG82362.1,CCG82362.1,CCG82362.1
XP_018226384.1,CCG80674.1,CCG80674.1,CCG80674.1,CCG80674.1
XP_018224146.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224165.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018226248.1,CCG81606.1,CCG81606.1,CCG81606.1,CCG81606.1
XP_018225732.1,CCG81954.1,CCG81954.1,CCG81954.1,CCG81954.1
XP_018226890.1,CCG83314.1,CCG83314.1,CCG83314.1,CCG83314.1
XP_018226546.1,CCG84347.1,CCG84347.1,CCG84347.1,CCG84347.1
XP_018227318.1,CCG81929.1,CCG81929.1,CCG81929.1,CCG81929.1
XP_018227525.1,CCG85184.1,CCG85184.1,CCG85184.1,CCG85184.1
XP_018225491.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227634.1,CCG81520.1,CCG81520.1,CCG81520.1,CCG81520.1
XP_018225875.1,CCG82263.1,CCG82263.1,CCG82263.1,CCG82263.1
XP_018227028.1,CCG81487.1,CCG81487.1,CCG81487.1,CCG81487.1
XP_018226559.1,CCG84524.1,CCG84524.1,CCG84524.1,CCG84524.1
XP_018226243.1,CCG81161.1,CCG81161.1,CCG81161.1,CCG81161.1
XP_018227236.1,CCG80504.1,CCG80504.1,CCG80504.1,CCG80504.1
XP_018224133.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018227514.1,CCG80850.1,CCG80850.1,CCG80850.1,CCG80850.1
XP_018227643.1,CCG81502.1,CCG81502.1,CCG81502.1,CCG81502.1
XP_018227629.1,CCG80710.1,CCG80710.1,CCG80710.1,CCG80710.1
XP_018227038.1,CCG82760.1,CCG82760.1,CCG82760.1,CCG82760.1
XP_018224983.1,CCG82659.1,CCG82659.1,CCG82659.1,CCG82659.1
XP_018226895.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018225134.1,CCG80984.1,CCG80984.1,CCG80984.1,CCG80984.1
XP_018225328.1,CCG82576.1,CCG82576.1,CCG82576.1,CCG82576.1
XP_018227757.1,CCG81869.1,CCG81869.1,CCG81869.1,CCG81869.1
XP_018226623.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224335.1,CCG81997.1,CCG81997.1,CCG81997.1,CCG81997.1
XP_018227432.1,CCG84389.1,CCG84389.1,CCG84389.1,CCG84389.1
XP_018225723.1,CCG83009.1,CCG83009.1,CCG83009.1,CCG83009.1
XP_018224915.1,CCG84652.1,CCG84652.1,CCG84652.1,CCG84652.1
XP_018225348.1,CCG82668.1,CCG82668.1,CCG82668.1,CCG82668.1
XP_018225465.1,CCG83171.1,CCG83171.1,CCG83171.1,CCG83171.1
XP_018224645.1,CCG84523.1,CCG84523.1,CCG84523.1,CCG84523.1
XP_018225287.1,CCG82102.1,CCG82102.1,CCG82102.1,CCG82102.1
XP_018224492.1,CCG82388.1,CCG82388.1,CCG82388.1,CCG82388.1
XP_018226552.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_018226928.1,CCG82087.1,CCG82087.1,CCG82087.1,CCG82087.1
XP_018225243.1,CCG83515.1,CCG83515.1,CCG83515.1,CCG83515.1
XP_018226056.1,CCG83103.1,CCG83103.1,CCG83103.1,CCG83103.1
XP_018226642.1,CCG81046.1,CCG81046.1,CCG81046.1,CCG81046.1
XP_018227296.1,CCG81019.1,CCG81019.1,CCG81019.1,CCG81019.1
XP_018225484.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018226970.1,CCG83851.2,CCG83851.2,CCG83851.2,CCG83851.2
XP_018227226.1,CCG81606.1,CCG81606.1,CCG81606.1,CCG81606.1
XP_018224754.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_018225278.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018224131.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_018225334.1,CCG81967.1,CCG81967.1,CCG81967.1,CCG81967.1
XP_018225722.1,CCG84557.1,CCG84557.1,CCG84557.1,CCG84557.1
XP_018226189.1,CCG80814.1,CCG80814.1,CCG80814.1,CCG80814.1
XP_018226912.1,CCG82467.1,CCG82467.1,CCG82467.1,CCG82467.1
XP_018227579.1,CCG80984.1,CCG80984.1,CCG80984.1,CCG80984.1
XP_018224703.1,CCG80577.1,CCG80577.1,CCG80577.1,CCG80577.1
XP_018226341.1,CCG81111.1,CCG81111.1,CCG81111.1,CCG81111.1
XP_018224836.1,CCX35447.1,CCX35447.1,CCX35447.1,CCX35447.1
XP_018226893.1,CCG83529.1,CCG83529.1,CCG83529.1,CCG83529.1
XP_018226927.1,CCG83475.1,CCG83475.1,CCG83475.1,CCG83475.1
XP_018226269.1,CCG83916.1,CCG83916.1,CCG83916.1,CCG83916.1
