,bfs,bts,graph,faiss
XP_018226289.1,NP_013975.1,NP_013975.1,NP_013975.1,NP_013975.1
XP_018225037.1,NP_009655.2,NP_009655.2,NP_009655.2,NP_009655.2
XP_018226260.1,NP_011828.1,NP_011828.1,NP_011828.1,NP_011828.1
XP_018225020.1,NP_014128.2,NP_014128.2,NP_014128.2,NP_014128.2
XP_018226556.1,NP_013604.1,NP_013604.1,NP_013604.1,NP_013604.1
XP_018224876.1,NP_010412.1,NP_010412.1,NP_010412.1,NP_010412.1
XP_018227326.1,NP_009399.2,NP_009399.2,NP_009399.2,NP_009399.2
XP_018226432.1,NP_014227.4,NP_014227.4,NP_014227.4,NP_014227.4
XP_018226760.1,NP_013901.1,NP_013901.1,NP_013901.1,NP_013901.1
XP_018226183.1,NP_009655.2,NP_009655.2,NP_009655.2,NP_009655.2
XP_018225253.1,NP_010569.3,NP_010569.3,NP_010569.3,NP_010569.3
XP_018227240.1,NP_015510.1,NP_015510.1,NP_015510.1,NP_015510.1
XP_018225598.1,NP_014981.1,NP_014981.1,NP_014981.1,NP_014981.1
XP_018224233.1,NP_013490.3,NP_013490.3,NP_013490.3,NP_013490.3
XP_018227627.1,NP_014736.1,NP_014736.1,NP_014736.1,NP_014736.1
XP_018226316.1,NP_014311.3,NP_014311.3,NP_014311.3,NP_014311.3
XP_018225354.1,NP_012565.1,NP_012565.1,NP_012565.1,NP_012565.1
XP_018226250.1,NP_014971.1,NP_014971.1,NP_014971.1,NP_014971.1
XP_018224384.1,NP_012034.1,NP_012034.1,NP_012034.1,NP_012034.1
XP_018226526.1,NP_012095.1,NP_012095.1,NP_012095.1,NP_012095.1
XP_018225351.1,NP_012672.1,NP_012672.1,NP_012672.1,NP_012672.1
XP_018225915.1,NP_116620.1,NP_116620.1,NP_116620.1,NP_116620.1
XP_018224591.1,NP_010621.1,NP_010621.1,NP_010621.1,NP_010621.1
XP_018227301.1,NP_010587.1,NP_010587.1,NP_010587.1,NP_010587.1
XP_018225851.1,NP_012956.3,NP_012956.3,NP_012956.3,NP_012956.3
XP_018225267.1,NP_014297.3,NP_014297.3,NP_014297.3,NP_014297.3
XP_018225878.1,NP_012569.1,NP_012569.1,NP_012569.1,NP_012569.1
XP_018225335.1,NP_009561.2,NP_009561.2,NP_009561.2,NP_009561.2
XP_018224449.1,NP_014759.1,NP_014759.1,NP_014759.1,NP_014759.1
XP_018225197.1,NP_011091.1,NP_011091.1,NP_011091.1,NP_011091.1
XP_018227540.1,NP_011466.1,NP_011466.1,NP_011466.1,NP_011466.1
XP_018226644.1,NP_009400.1,NP_009400.1,NP_009400.1,NP_009400.1
XP_018225174.1,NP_011509.1,NP_011509.1,NP_011509.1,NP_011509.1
XP_018224454.1,NP_011631.1,NP_011631.1,NP_011631.1,NP_011631.1
XP_018225232.1,NP_013086.1,NP_013086.1,NP_013086.1,NP_013086.1
XP_018225775.1,NP_013348.1,NP_013348.1,NP_013348.1,NP_013348.1
XP_018226783.1,NP_011575.1,NP_011575.1,NP_011575.1,NP_011575.1
XP_018227206.1,NP_013146.1,NP_013146.1,NP_013146.1,NP_013146.1
XP_018227695.1,NP_116687.1,NP_116687.1,NP_116687.1,NP_116687.1
XP_018227677.1,NP_015515.1,NP_015515.1,NP_015515.1,NP_015515.1
XP_018227156.1,NP_012028.1,NP_012028.1,NP_012028.1,NP_012028.1
XP_018227406.1,NP_011099.1,NP_011099.1,NP_011099.1,NP_011099.1
XP_018224510.1,NP_012338.1,NP_012338.1,NP_012338.1,NP_012338.1
XP_018227162.1,NP_012056.1,NP_012056.1,NP_012056.1,NP_012056.1
XP_018226997.1,NP_012140.1,NP_012140.1,NP_012140.1,NP_012140.1
XP_018225105.1,NP_015082.1,NP_015082.1,NP_015082.1,NP_015082.1
XP_018225320.1,NP_013412.1,NP_013412.1,NP_013412.1,NP_013412.1
XP_018224756.1,NP_013946.1,NP_013946.1,NP_013946.1,NP_013946.1
XP_018225478.1,NP_009376.2,NP_009376.2,NP_009376.2,NP_009376.2
XP_018226555.1,NP_012575.3,NP_012575.3,NP_012575.3,NP_012575.3
XP_018227114.1,NP_011031.1,NP_011031.1,NP_011031.1,NP_011031.1
XP_018226739.1,NP_011342.1,NP_011342.1,NP_011342.1,NP_011342.1
XP_018226031.1,NP_011786.1,NP_011786.1,NP_011786.1,NP_011786.1
XP_018227360.1,NP_014639.1,NP_014639.1,NP_014639.1,NP_014639.1
XP_018226952.1,NP_014149.1,NP_014149.1,NP_014149.1,NP_014149.1
XP_018227738.1,NP_012713.1,NP_012713.1,NP_012713.1,NP_012713.1
XP_018224870.1,NP_012567.3,NP_012567.3,NP_012567.3,NP_012567.3
XP_018226406.1,NP_012216.1,NP_012216.1,NP_012216.1,NP_012216.1
XP_018226026.1,NP_009545.2,NP_009545.2,NP_009545.2,NP_009545.2
XP_018226700.1,NP_013488.3,NP_013488.3,NP_013488.3,NP_013488.3
XP_018226999.1,NP_014934.1,NP_014934.1,NP_014934.1,NP_014934.1
XP_018227716.1,NP_011365.1,NP_011365.1,NP_011365.1,NP_011365.1
XP_018224469.1,NP_011584.2,NP_011584.2,NP_011584.2,NP_011584.2
XP_018225035.1,NP_013945.1,NP_013945.1,NP_013945.1,NP_013945.1
XP_018226293.1,NP_013012.3,NP_013012.3,NP_013012.3,NP_013012.3
XP_018225381.1,NP_010950.1,NP_010950.1,NP_010950.1,NP_010950.1
XP_018227377.1,NP_012455.1,NP_012455.1,NP_012455.1,NP_012455.1
XP_018224930.1,NP_012151.1,NP_012151.1,NP_012151.1,NP_012151.1
XP_018225242.1,NP_013502.3,NP_013502.3,NP_013502.3,NP_013502.3
XP_018225625.1,NP_012158.1,NP_012158.1,NP_012158.1,NP_012158.1
XP_018225632.1,NP_010883.3,NP_010883.3,NP_010883.3,NP_010883.3
XP_018225064.1,NP_011031.1,NP_011031.1,NP_011031.1,NP_011031.1
XP_018226445.1,NP_010622.1,NP_010622.1,NP_010622.1,NP_010622.1
XP_018224506.1,NP_012234.3,NP_012234.3,NP_012234.3,NP_012234.3
XP_018226636.1,NP_011584.2,NP_011584.2,NP_011584.2,NP_011584.2
XP_018225600.1,NP_010136.1,NP_010136.1,NP_010136.1,NP_010136.1
XP_018226945.1,NP_014794.3,NP_014794.3,NP_014794.3,NP_014794.3
XP_018226871.1,NP_010811.1,NP_010811.1,NP_010811.1,NP_010811.1
XP_018227690.1,NP_015151.1,NP_015151.1,NP_015151.1,NP_015151.1
XP_018224647.1,NP_013847.1,NP_013847.1,NP_013847.1,NP_013847.1
XP_018224476.1,NP_013793.1,NP_013793.1,NP_013793.1,NP_013793.1
XP_018224907.1,NP_013915.1,NP_013915.1,NP_013915.1,NP_013915.1
XP_018227542.1,NP_013523.3,NP_013523.3,NP_013523.3,NP_013523.3
XP_018226463.1,NP_013185.1,NP_013185.1,NP_013185.1,NP_013185.1
XP_018226621.1,NP_014015.1,NP_014015.1,NP_014015.1,NP_014015.1
XP_018227636.1,NP_012573.1,NP_012573.1,NP_012573.1,NP_012573.1
XP_018224790.1,NP_014741.1,NP_014741.1,NP_014741.1,NP_014741.1
XP_018225527.1,NP_116647.1,NP_116647.1,NP_116647.1,NP_116647.1
XP_018225444.1,NP_013663.1,NP_013663.1,NP_013663.1,NP_013663.1
XP_018224455.1,NP_013236.1,NP_013236.1,NP_013236.1,NP_013236.1
XP_018224677.1,NP_012378.1,NP_012378.1,NP_012378.1,NP_012378.1
XP_018227315.1,NP_009971.1,NP_009971.1,NP_009971.1,NP_009971.1
XP_018227284.1,NP_010413.3,NP_010413.3,NP_010413.3,NP_010413.3
XP_018227758.1,NP_013236.1,NP_013236.1,NP_013236.1,NP_013236.1
XP_018224382.1,NP_012866.1,NP_012866.1,NP_012866.1,NP_012866.1
XP_018226263.1,NP_011018.1,NP_011018.1,NP_011018.1,NP_011018.1
XP_018227526.1,NP_009777.1,NP_009777.1,NP_009777.1,NP_009777.1
XP_018225782.1,NP_116687.1,NP_116687.1,NP_116687.1,NP_116687.1
XP_018224397.1,NP_013712.1,NP_013712.1,NP_013249.1,NP_013712.1
XP_018227034.1,NP_013945.1,NP_013945.1,NP_013945.1,NP_013945.1
XP_018227508.1,NP_012028.1,NP_012028.1,NP_012028.1,NP_012028.1
XP_018226060.1,NP_015313.1,NP_015313.1,NP_015313.1,NP_015313.1
XP_018225815.1,NP_014850.1,NP_014850.1,NP_014850.1,NP_014850.1
XP_018226753.1,NP_012529.3,NP_012529.3,NP_012529.3,NP_012529.3
XP_018224920.1,NP_015335.1,NP_015335.1,NP_015335.1,NP_015335.1
XP_018225542.1,NP_013374.1,NP_013374.1,NP_013374.1,NP_013374.1
XP_018227721.1,NP_010382.3,NP_010382.3,NP_010382.3,NP_010382.3
XP_018227344.1,NP_012796.1,NP_012796.1,NP_012796.1,NP_012796.1
XP_018224953.1,NP_012028.1,NP_012028.1,NP_012028.1,NP_012028.1
XP_018225986.1,NP_010929.3,NP_010929.3,NP_010929.3,NP_010929.3
XP_018224768.1,NP_013603.1,NP_013603.1,NP_013603.1,NP_013603.1
XP_018227222.1,NP_013365.1,NP_013365.1,NP_013365.1,NP_013365.1
XP_018224568.1,NP_015107.1,NP_015107.1,NP_015107.1,NP_015107.1
XP_018227495.1,NP_009378.1,NP_009378.1,NP_009378.1,NP_009378.1
XP_018224670.1,NP_013168.1,NP_013168.1,NP_013168.1,NP_013168.1
XP_018224247.1,NP_009378.1,NP_009378.1,NP_009378.1,NP_009378.1
XP_018224979.1,NP_013529.3,NP_013529.3,NP_013529.3,NP_013529.3
XP_018225992.1,NP_116617.1,NP_116617.1,NP_116617.1,NP_116617.1
XP_018225947.1,NP_116687.1,NP_116687.1,NP_116687.1,NP_116687.1
XP_018227529.1,NP_015210.1,NP_015210.1,NP_015210.1,NP_015210.1
XP_018227032.1,NP_012905.1,NP_012905.1,NP_012905.1,NP_012905.1
XP_018226294.1,NP_013236.1,NP_013236.1,NP_013236.1,NP_013236.1
XP_018225352.1,NP_013986.1,NP_013986.1,NP_013986.1,NP_013986.1
XP_018225671.1,NP_009469.2,NP_009469.2,NP_009469.2,NP_009469.2
XP_018227443.1,NP_009445.2,NP_009445.2,NP_009445.2,NP_009445.2
XP_018226746.1,NP_014033.1,NP_014033.1,NP_014033.1,NP_014033.1
XP_018225888.1,NP_013022.1,NP_013022.1,NP_013022.1,NP_013022.1
XP_018226743.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_018225547.1,NP_013487.1,NP_013487.1,NP_013487.1,NP_013487.1
XP_018227052.1,NP_015316.1,NP_015316.1,NP_015316.1,NP_015316.1
XP_018226866.1,NP_011584.2,NP_011584.2,NP_011584.2,NP_011584.2
XP_018227391.1,NP_012569.1,NP_012569.1,NP_012569.1,NP_012569.1
XP_018226616.1,NP_011384.1,NP_011384.1,NP_011384.1,NP_011384.1
XP_018227221.1,NP_009490.1,NP_009490.1,NP_009490.1,NP_009490.1
XP_018226214.1,NP_015018.3,NP_015018.3,NP_015018.3,NP_015018.3
XP_018224170.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224340.1,NP_012354.1,NP_012354.1,NP_012354.1,NP_012354.1
XP_018225457.1,NP_014496.2,NP_014496.2,NP_014496.2,NP_014496.2
XP_018226629.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018225641.1,NP_014039.1,NP_014039.1,NP_014039.1,NP_014039.1
XP_018227466.1,NP_013663.1,NP_013663.1,NP_013663.1,NP_013663.1
XP_018225548.1,NP_011604.3,NP_011604.3,NP_011604.3,NP_011604.3
XP_018227769.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224138.1,NP_012734.1,NP_012734.1,NP_011103.1,NP_012734.1
XP_018224158.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227350.1,NP_013827.1,NP_013827.1,NP_013827.1,NP_013827.1
XP_018227476.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_018227755.1,NP_011774.1,NP_011774.1,NP_011774.1,NP_011774.1
XP_018226353.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224160.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224148.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018226637.1,NP_010181.2,NP_010181.2,NP_010181.2,NP_010181.2
XP_018224130.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224166.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018225019.1,NP_012216.1,NP_012216.1,NP_012216.1,NP_012216.1
XP_018224149.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018225088.1,NP_011734.3,NP_011734.3,NP_011734.3,NP_011734.3
XP_018225488.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018226627.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224125.1,NP_012734.1,NP_012734.1,NP_011103.1,NP_012734.1
XP_018224151.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018224162.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224171.1,NP_012734.1,NP_012734.1,NP_013027.4,NP_012734.1
XP_018224380.1,NP_011421.1,NP_011421.1,NP_011421.1,NP_011421.1
XP_018224554.1,NP_013267.1,NP_013267.1,NP_013267.1,NP_013267.1
XP_018227472.1,NP_012734.1,NP_012734.1,NP_011103.1,NP_012734.1
XP_018224137.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224139.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224143.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224176.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018224134.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224174.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224144.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224147.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224843.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_018226898.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018224152.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018225690.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224150.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018224156.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018225636.1,NP_015220.1,NP_015220.1,NP_015220.1,NP_015220.1
XP_018225900.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018226227.1,NP_014308.1,NP_014308.1,NP_014308.1,NP_014308.1
XP_018226347.1,NP_014975.2,NP_014975.2,NP_014975.2,NP_014975.2
XP_018224172.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227169.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018224154.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224163.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224164.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018225307.1,NP_013027.4,NP_013027.4,NP_013027.4,NP_013027.4
XP_018226630.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227172.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018227559.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_018224142.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018224155.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224168.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224614.1,NP_013493.2,NP_013493.2,NP_013493.2,NP_013493.2
XP_018227255.1,NP_014608.1,NP_014608.1,NP_014608.1,NP_014608.1
XP_018224175.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227473.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224129.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224157.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224159.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224177.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018225306.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224140.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224864.1,NP_009477.1,NP_009477.1,NP_009477.1,NP_009477.1
XP_018226897.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018224161.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224173.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224145.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018225144.1,NP_014039.1,NP_014039.1,NP_014039.1,NP_014039.1
XP_018227170.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227474.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018224167.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224169.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018226364.1,NP_010929.3,NP_010929.3,NP_010929.3,NP_010929.3
XP_018224127.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224128.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018224616.1,NP_015447.1,NP_015447.1,NP_015447.1,NP_015447.1
XP_018225860.1,NP_014948.1,NP_014948.1,NP_014948.1,NP_014948.1
XP_018224141.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018226899.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227171.1,NP_012734.1,NP_012734.1,NP_011103.1,NP_012734.1
XP_018227385.1,NP_014126.1,NP_014126.1,NP_014126.1,NP_014126.1
XP_018224794.1,NP_014156.2,NP_014156.2,NP_014156.2,NP_014156.2
XP_018225093.1,NP_012485.1,NP_012485.1,NP_012485.1,NP_012485.1
XP_018225647.1,NP_014384.3,NP_014384.3,NP_014384.3,NP_014384.3
XP_018227314.1,NP_014267.1,NP_014267.1,NP_014267.1,NP_014267.1
XP_018224153.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018225113.1,NP_013555.1,NP_013555.1,NP_013555.1,NP_013555.1
XP_018226384.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_018224146.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018224165.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018226248.1,NP_010443.3,NP_010443.3,NP_010443.3,NP_010443.3
XP_018225732.1,NP_014078.1,NP_014078.1,NP_014078.1,NP_014078.1
XP_018226890.1,NP_010325.1,NP_010325.1,NP_010325.1,NP_010325.1
XP_018226546.1,NP_012028.1,NP_012028.1,NP_012028.1,NP_012028.1
XP_018227318.1,NP_011608.1,NP_011608.1,NP_011608.1,NP_011608.1
XP_018227525.1,NP_013529.3,NP_013529.3,NP_013529.3,NP_013529.3
XP_018225491.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018227634.1,NP_009365.1,NP_009365.1,NP_009365.1,NP_009365.1
XP_018225875.1,NP_012821.2,NP_012821.2,NP_012821.2,NP_012821.2
XP_018227028.1,NP_116628.1,NP_116628.1,NP_116628.1,NP_116628.1
XP_018226559.1,NP_013797.1,NP_013797.1,NP_013797.1,NP_013797.1
XP_018226243.1,NP_015380.1,NP_015380.1,NP_015380.1,NP_015380.1
XP_018227236.1,NP_013422.2,NP_013422.2,NP_013422.2,NP_013422.2
XP_018224133.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018227514.1,NP_011987.1,NP_011987.1,NP_011987.1,NP_011987.1
XP_018227643.1,NP_009531.1,NP_009531.1,NP_009531.1,NP_009531.1
XP_018227629.1,NP_013777.1,NP_013777.1,NP_013777.1,NP_013777.1
XP_018227038.1,NP_010066.1,NP_010066.1,NP_010066.1,NP_010066.1
XP_018224983.1,NP_012056.1,NP_012056.1,NP_012056.1,NP_012056.1
XP_018226895.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018225134.1,NP_010513.1,NP_010513.1,NP_010513.1,NP_010513.1
XP_018225328.1,NP_013475.1,NP_013475.1,NP_013475.1,NP_013475.1
XP_018227757.1,NP_015142.1,NP_015142.1,NP_015142.1,NP_015142.1
XP_018226623.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_018224335.1,NP_009421.3,NP_009421.3,NP_009421.3,NP_009421.3
XP_018227432.1,NP_014500.2,NP_014500.2,NP_014500.2,NP_014500.2
XP_018225723.1,NP_015165.1,NP_015165.1,NP_015165.1,NP_015165.1
XP_018224915.1,NP_013172.1,NP_013172.1,NP_013172.1,NP_013172.1
XP_018225348.1,NP_012712.1,NP_012712.1,NP_012712.1,NP_012712.1
XP_018225465.1,NP_009629.6,NP_009629.6,NP_009629.6,NP_009629.6
XP_018224645.1,NP_013529.3,NP_013529.3,NP_013529.3,NP_013529.3
XP_018225287.1,NP_014543.1,NP_014543.1,NP_014543.1,NP_014543.1
XP_018224492.1,NP_012892.1,NP_012892.1,NP_012892.1,NP_012892.1
XP_018226552.1,NP_009561.2,NP_009561.2,NP_009561.2,NP_009561.2
XP_018226928.1,NP_012264.3,NP_012264.3,NP_012264.3,NP_012264.3
XP_018225243.1,NP_012666.2,NP_012666.2,NP_012666.2,NP_012666.2
XP_018226056.1,NP_014681.1,NP_014681.1,NP_014681.1,NP_014681.1
XP_018226642.1,NP_010466.3,NP_010466.3,NP_010466.3,NP_010466.3
XP_018227296.1,NP_012569.1,NP_012569.1,NP_012569.1,NP_012569.1
XP_018225484.1,NP_010042.2,NP_010042.2,NP_010042.2,NP_010042.2
XP_018226970.1,NP_013777.1,NP_013777.1,NP_013777.1,NP_013777.1
XP_018227226.1,NP_011946.1,NP_011946.1,NP_011946.1,NP_011946.1
XP_018224754.1,NP_012514.2,NP_012514.2,NP_012514.2,NP_012514.2
XP_018225278.1,NP_013027.4,NP_013027.4,NP_009411.2,NP_013027.4
XP_018224131.1,NP_012734.1,NP_012734.1,NP_011656.3,NP_012734.1
XP_018225334.1,NP_009444.2,NP_009444.2,NP_009444.2,NP_009444.2
XP_018225722.1,NP_013914.1,NP_013914.1,NP_013914.1,NP_013914.1
XP_018226189.1,NP_013413.1,NP_013413.1,NP_013413.1,NP_013413.1
XP_018226912.1,NP_010718.1,NP_010718.1,NP_010718.1,NP_010718.1
XP_018227579.1,NP_011455.1,NP_011455.1,NP_011455.1,NP_011455.1
XP_018224703.1,NP_011308.1,NP_011308.1,NP_011308.1,NP_011308.1
XP_018226341.1,NP_014236.1,NP_014236.1,NP_014236.1,NP_014236.1
XP_018224836.1,NP_013703.1,NP_013703.1,NP_013703.1,NP_013703.1
XP_018226893.1,NP_014161.1,NP_014161.1,NP_014161.1,NP_014161.1
XP_018226927.1,NP_011348.1,NP_011348.1,NP_011348.1,NP_011348.1
XP_018226269.1,NP_015416.1,NP_015416.1,NP_015416.1,NP_015416.1
